competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,Qwen2.5-Coder-32B-Instruct,7400,18.18%,0.68,79.41,4.61%
APIO-2023,Qwen2.5-Coder-32B-Instruct,26,21.88%,0.88,821.17,0.00%
APIO-2024,Qwen2.5-Coder-32B-Instruct,0,0.00%,0.00,0.00,0.00%
BOI-2023,Qwen2.5-Coder-32B-Instruct,0,7.96%,0.02,3.11,0.00%
BOI-2024,Qwen2.5-Coder-32B-Instruct,22,24.87%,0.25,7.70,0.00%
BOI-2025,Qwen2.5-Coder-32B-Instruct,14,8.25%,0.76,57.67,0.00%
CCO-2023,Qwen2.5-Coder-32B-Instruct,74,36.23%,0.59,77.48,18.75%
CCO-2024,Qwen2.5-Coder-32B-Instruct,96,41.06%,0.37,51.21,37.50%
CEOI-2023,Qwen2.5-Coder-32B-Instruct,0,0.69%,0.04,2.48,0.00%
CEOI-2024,Qwen2.5-Coder-32B-Instruct,110,33.22%,0.34,30.16,16.67%
COCI-2023,Qwen2.5-Coder-32B-Instruct,571,36.51%,0.53,47.82,20.00%
COCI-2024,Qwen2.5-Coder-32B-Instruct,349,23.88%,0.49,8.45,12.00%
COCI-2025,Qwen2.5-Coder-32B-Instruct,401,26.68%,0.67,4.60,12.00%
EGOI-2023,Qwen2.5-Coder-32B-Instruct,53,12.73%,0.05,2.53,0.00%
EGOI-2024,Qwen2.5-Coder-32B-Instruct,36,20.68%,0.44,141.88,0.00%
EJOI-2023,Qwen2.5-Coder-32B-Instruct,25,7.24%,0.61,19.08,0.00%
EJOI-2024,Qwen2.5-Coder-32B-Instruct,18,13.39%,0.67,7.62,0.00%
IATI-2024,Qwen2.5-Coder-32B-Instruct,96,14.85%,0.42,88.49,0.00%
IOI-2023,Qwen2.5-Coder-32B-Instruct,44,15.83%,1.08,4.92,0.00%
IOI-2024,Qwen2.5-Coder-32B-Instruct,32,20.23%,1.01,748.04,0.00%
JOI-2023,Qwen2.5-Coder-32B-Instruct,56,19.06%,0.64,3.55,0.00%
JOI-2024,Qwen2.5-Coder-32B-Instruct,53,7.36%,0.16,3.45,0.00%
NOINordic-2023,Qwen2.5-Coder-32B-Instruct,7,30.84%,1.89,17.62,0.00%
NOINordic-2024,Qwen2.5-Coder-32B-Instruct,0,7.34%,0.14,3.27,0.00%
NOINordic-2025,Qwen2.5-Coder-32B-Instruct,9,10.94%,3.47,4.93,0.00%
OOI-2023,Qwen2.5-Coder-32B-Instruct,305,25.87%,0.45,39.09,5.88%
OOI-2024,Qwen2.5-Coder-32B-Instruct,438,37.82%,1.47,31.07,11.76%
RMI-2023,Qwen2.5-Coder-32B-Instruct,0,3.03%,0.30,11.73,0.00%
RMI-2024,Qwen2.5-Coder-32B-Instruct,20,17.60%,0.83,124.58,0.00%
USACO-2023,Qwen2.5-Coder-32B-Instruct,2487,17.95%,0.88,40.80,6.25%
USACO-2024,Qwen2.5-Coder-32B-Instruct,1758,14.59%,1.04,15.70,2.08%
USACO-2025,Qwen2.5-Coder-32B-Instruct,300,4.90%,0.59,41.39,0.00%
