competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,gpt-5,51896,69.99%,0.48,36.81,53.13%
APIO-2023,gpt-5,132,59.68%,0.70,18.89,33.33%
APIO-2024,gpt-5,140,49.40%,0.16,7.92,33.33%
BOI-2023,gpt-5,187,63.89%,0.62,8.13,16.67%
BOI-2024,gpt-5,375,74.06%,0.19,28.19,50.00%
BOI-2025,gpt-5,209,49.26%,1.12,27.29,16.67%
CCO-2023,gpt-5,197,74.78%,0.12,30.59,68.75%
CCO-2024,gpt-5,207,72.50%,0.16,22.56,68.75%
CEOI-2023,gpt-5,185,43.68%,0.32,142.90,16.67%
CEOI-2024,gpt-5,251,71.38%,1.01,16.86,33.33%
COCI-2023,gpt-5,1955,87.18%,0.16,12.06,84.00%
COCI-2024,gpt-5,1770,82.83%,0.28,17.33,80.00%
COCI-2025,gpt-5,1747,81.52%,0.32,21.55,76.00%
EGOI-2023,gpt-5,300,37.50%,0.07,8.46,37.50%
EGOI-2024,gpt-5,600,75.00%,0.13,7.06,75.00%
EJOI-2023,gpt-5,423,73.22%,0.24,27.99,66.67%
EJOI-2024,gpt-5,505,85.08%,0.50,46.96,83.33%
IATI-2024,gpt-5,551,46.85%,0.32,19.50,36.36%
IOI-2023,gpt-5,173,37.37%,0.17,32.84,16.67%
IOI-2024,gpt-5,160,44.24%,0.33,273.17,16.67%
JOI-2023,gpt-5,851,63.26%,0.99,26.98,36.84%
JOI-2024,gpt-5,818,61.53%,1.08,30.68,25.00%
JOI-2025,gpt-5,203,60.95%,0.18,19.71,50.00%
NOINordic-2023,gpt-5,300,100.00%,0.39,46.21,100.00%
NOINordic-2024,gpt-5,161,75.19%,0.53,5.00,33.33%
NOINordic-2025,gpt-5,300,100.00%,0.68,29.09,100.00%
OOI-2023,gpt-5,1264,83.24%,0.98,67.27,58.82%
OOI-2024,gpt-5,1202,79.39%,0.91,35.08,58.82%
RMI-2023,gpt-5,436,85.83%,0.55,51.48,50.00%
RMI-2024,gpt-5,361,70.44%,0.97,22.20,50.00%
USACO-2023,gpt-5,12814,81.46%,0.24,18.76,75.00%
USACO-2024,gpt-5,13328,85.09%,0.41,34.14,75.00%
USACO-2025,gpt-5,9791,83.90%,0.40,21.14,77.78%
