problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
estimathon,RUNTIME_ERROR,39,78.00%,80.00%,0.040,0,,0,39,0,0,0
dirigent,RUNTIME_ERROR,0,0.00%,0.00%,0.410,0.00390625,,0,0,0,0,0
baltazar,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
bomboni,RUNTIME_ERROR,0,0.00%,4.00%,0.190,21.328125,,0,0,0,0,0
skrivaca,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
kalendar,RUNTIME_ERROR,0,0.00%,11.76%,0.000,0,,0,0,0,0,0
diskurs,TIME_LIMIT_EXCEEDED,20,28.57%,22.00%,2.410,2.07421875,,20,0,0,0,0
logaritam,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
slasticarnica,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
zastave,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
7krokods,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
zrinka,RUNTIME_ERROR,20,28.57%,20.00%,0.050,0.00390625,,0,20,0,0,0
bojanje,RUNTIME_ERROR,0,0.00%,6.67%,0.000,0,,0,0,0,0,0
mreza,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
vrsta,TIME_LIMIT_EXCEEDED,19,17.27%,20.00%,1.240,3.6171875,,19,0,0,0,0
tramvaji,ACCEPTED,50,100.00%,100.00%,0.050,0.00390625,,12,13,25,0,0
ekspert,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
lampice,TIME_LIMIT_EXCEEDED,0,0.00%,2.38%,3.620,1.875,,0,0,0,0,0
prijateljice,RUNTIME_ERROR,0,0.00%,4.00%,0.000,0,,0,0,0,0,0
kruhologija,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
desniklik,ACCEPTED,50,100.00%,100.00%,0.000,0,,5,15,30,0,0
cokolade,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
berilij,RUNTIME_ERROR,0,0.00%,2.27%,0.190,5.1640625,,0,0,0,0,0
iksevi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
neboderi,TIME_LIMIT_EXCEEDED,11,10.00%,18.52%,2.980,5.16796875,,11,0,0,0,0
TOTAL,,209,,15.66%,,,8.00%,,,,,
