competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,DeepSeek-R1-Distill-Llama-8B,1063,1.51%,0.12,0.70,0.26%
APIO-2023,DeepSeek-R1-Distill-Llama-8B,4,5.33%,0.05,4.86,0.00%
APIO-2024,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
BOI-2023,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
BOI-2024,DeepSeek-R1-Distill-Llama-8B,0,1.56%,0.01,0.26,0.00%
BOI-2025,DeepSeek-R1-Distill-Llama-8B,0,0.55%,0.00,0.00,0.00%
CCO-2023,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
CCO-2024,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
CEOI-2023,DeepSeek-R1-Distill-Llama-8B,0,0.27%,0.06,0.00,0.00%
CEOI-2024,DeepSeek-R1-Distill-Llama-8B,0,1.61%,0.01,0.00,0.00%
COCI-2023,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
COCI-2024,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
COCI-2025,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
EGOI-2023,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
EGOI-2024,DeepSeek-R1-Distill-Llama-8B,14,5.27%,0.02,0.00,0.00%
EJOI-2023,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
EJOI-2024,DeepSeek-R1-Distill-Llama-8B,24,8.91%,0.57,0.43,0.00%
IATI-2024,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
IOI-2023,DeepSeek-R1-Distill-Llama-8B,0,2.15%,0.48,3.34,0.00%
IOI-2024,DeepSeek-R1-Distill-Llama-8B,0,1.36%,0.19,1.18,0.00%
JOI-2023,DeepSeek-R1-Distill-Llama-8B,0,1.60%,0.00,0.00,0.00%
JOI-2024,DeepSeek-R1-Distill-Llama-8B,3,1.47%,0.02,0.22,0.00%
NOINordic-2023,DeepSeek-R1-Distill-Llama-8B,0,1.08%,1.86,5.68,0.00%
NOINordic-2024,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
NOINordic-2025,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.04,0.51,0.00%
OOI-2023,DeepSeek-R1-Distill-Llama-8B,100,6.29%,0.00,0.00,5.88%
OOI-2024,DeepSeek-R1-Distill-Llama-8B,30,2.59%,0.13,0.16,0.00%
RMI-2023,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
RMI-2024,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
USACO-2023,DeepSeek-R1-Distill-Llama-8B,869,5.95%,0.02,0.15,2.08%
USACO-2024,DeepSeek-R1-Distill-Llama-8B,19,0.37%,0.01,0.13,0.00%
USACO-2025,DeepSeek-R1-Distill-Llama-8B,0,0.60%,0.11,4.86,0.00%
