problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
estimathon,RUNTIME_ERROR,39,78.00%,66.67%,0.040,0,,0,39,0,0,0
dirigent,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,1.5390625,,0,0,0,0,0
baltazar,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
bomboni,RUNTIME_ERROR,0,0.00%,2.00%,0.520,3.359375,,0,0,0,0,0
skrivaca,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
kalendar,RUNTIME_ERROR,19,38.00%,47.06%,0.040,0,,0,19,0,0,0
diskurs,TIME_LIMIT_EXCEEDED,20,28.57%,22.00%,2.410,2.07421875,,20,0,0,0,0
logaritam,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
slasticarnica,RUNTIME_ERROR,0,0.00%,0.00%,0.250,0.00390625,,0,0,0,0,0
zastave,RUNTIME_ERROR,0,0.00%,0.00%,0.050,1.81640625,,0,0,0,0,0
7krokods,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
zrinka,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
bojanje,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
mreza,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
vrsta,TIME_LIMIT_EXCEEDED,19,17.27%,20.00%,1.260,433.90625,,19,0,0,0,0
tramvaji,RUNTIME_ERROR,13,26.00%,25.00%,0.050,0,,0,13,0,0,0
ekspert,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.00%,0.280,257.46484375,,0,0,0,0,0
lampice,TIME_LIMIT_EXCEEDED,12,10.91%,16.67%,3.610,12.12890625,,0,12,0,0,0
prijateljice,RUNTIME_ERROR,0,0.00%,12.00%,0.000,0,,0,0,0,0,0
kruhologija,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
desniklik,ACCEPTED,50,100.00%,100.00%,0.050,0,,5,15,30,0,0
cokolade,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.230,1.81640625,,0,0,0,0,0
berilij,RUNTIME_ERROR,0,0.00%,2.27%,0.180,3.62109375,,0,0,0,0,0
iksevi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
neboderi,TIME_LIMIT_EXCEEDED,11,10.00%,18.52%,2.970,5.16796875,,11,0,0,0,0
TOTAL,,183,,13.29%,,,4.00%,,,,,
