competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,55,0,0,19,8717,270,1320,20155
APIO-2023,0,0,0,0,16,5,0,3
APIO-2024,0,0,0,0,23,0,0,1
BOI-2023,0,0,0,0,43,0,0,5
BOI-2024,0,0,0,1,38,3,0,6
BOI-2025,0,0,0,0,34,0,5,9
CCO-2023,5,0,0,0,9,2,0,112
CCO-2024,0,0,0,0,0,0,0,0
CEOI-2023,0,0,0,0,32,0,6,10
CEOI-2024,0,0,0,0,30,0,7,11
COCI-2023,0,0,0,1,10,7,0,182
COCI-2024,0,0,0,0,5,1,0,194
COCI-2025,0,0,0,0,9,0,0,191
EGOI-2023,0,0,0,0,23,4,20,17
EGOI-2024,0,0,0,0,39,2,3,20
EJOI-2023,0,0,0,0,25,0,3,20
EJOI-2024,0,0,0,0,14,0,0,34
IATI-2024,0,0,0,0,6,0,1,81
IOI-2023,0,0,0,0,44,1,0,3
IOI-2024,0,0,0,0,45,0,0,3
JOI-2023,0,0,0,0,134,0,7,19
JOI-2024,0,0,0,0,140,1,6,13
NOINordic-2023,0,0,0,0,15,0,8,1
NOINordic-2024,0,0,0,0,15,0,8,1
NOINordic-2025,0,0,0,0,23,0,0,1
OOI-2023,0,0,0,0,0,0,15,121
RMI-2023,0,0,0,0,38,0,8,2
RMI-2024,0,0,0,0,19,0,21,8
USACO-2023,0,0,0,0,17,0,0,367
USACO-2024,0,0,0,0,10,0,0,374
