problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
More_Gifts,ACCEPTED,100,100.00%,0.150,13.15625,,0.0,14.0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,16.0,21.0,18.0,19.0,0,0,0
Big_Persimmon,TIME_LIMIT_EXCEEDED,56,76.00%,2.410,577.53515625,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,19.0,15.0,0,0,0,0,0
Evidence_Board,ACCEPTED,100,100.00%,0.290,69.40625,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,8.0,9.0,7.0,7.0,17.0,16.0,11.0
Draw_Polygon_Lines,RUNTIME_ERROR,53,82.19%,0.280,4.39453125,,0,0,4.0,3.0,3.0,3.0,3.0,2.0,6.0,3.0,3.0,3.0,0,3.0,2.0,0,0,0,0,7.0,4.0,4.0
Burenka_and_Pether,TIME_LIMIT_EXCEEDED,34,61.46%,3.610,339.1328125,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,7.0,7.0,0,0
Almost_Certainly,ACCEPTED,100,100.00%,0.100,16.5078125,,0.0,16.0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,24.0,13.0,14.0,20.0,0,0,0
Three_Arrays,ACCEPTED,100,100.00%,0.040,6.7109375,,0.0,13.0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,14.0,16.0,19.0,20.0,0,0,0
Parallel_Universes,RUNTIME_ERROR,23,15.94%,0.080,1.546875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,12.0,0,0
Paired_roads,RUNTIME_ERROR,0,29.93%,0.190,23.54296875,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legs_warm-up_exercise,TIME_LIMIT_EXCEEDED,18,52.37%,7.210,19.953125,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0
Hard_problem,ACCEPTED,100,100.00%,0.140,31.19921875,,0.0,13.0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,14.0,19.0,9.0,1.0,9.0,25.0,0
Yet_another_queries,ACCEPTED,100,100.00%,0.940,36.46484375,,0.0,19.0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,11.0,13.0,12.0,9.0,10.0,9.0,0
Lunch,ACCEPTED,100,100.00%,0.430,2.43359375,,0.0,16.0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,15.0,17.0,21.0,18.0,0,0,0
Tournament,MEMORY_LIMIT_EXCEEDED,80,97.15%,0.010,1.69921875,,0.0,14.0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,12.0,9.0,10.0,9.0,8.0,10.0
You_need_to_train_more,ACCEPTED,100,100.00%,0.050,8.2578125,,0.0,18.0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,16.0,21.0,26.0,0,0,0,0
Colorful_graph,ACCEPTED,100,100.00%,0.110,3.359375,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,15.0,16.0,14.0,13.0,12.0,11.0,0
Space_accident,ACCEPTED,100,100.00%,0.100,2.07421875,,0.0,15.0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,10.0,15.0,24.0,20.0,0,0,0
TOTAL,,1264,83.24%,,,58.82%,,,,,,,,,,,,,,,,,,,,,,
