problem_id,model,solution_file,status,score,tests_passed,execution_time,memory_usage
APIO-2023-contest-abc,seed-oss_2048,abc_seed-oss_0.cpp,RUNTIME_ERROR,0,0.00%,0.020,5.14453125
APIO-2023-contest-abc,seed-oss_2048,abc_seed-oss_3.cpp,RUNTIME_ERROR,0,0.00%,0.000,3.25390625
APIO-2023-contest-abc,seed-oss_2048,abc_seed-oss_5.cpp,RUNTIME_ERROR,0,0.00%,0.000,3.3203125
APIO-2023-contest-abc,seed-oss_2048,abc_seed-oss_6.cpp,RUNTIME_ERROR,0,0.00%,0.180,231.7578125
APIO-2023-contest-abc,seed-oss_2048,abc_seed-oss_7.cpp,RUNTIME_ERROR,0,0.00%,0.020,5.2109375
APIO-2023-contest-cyberland,seed-oss_2048,cyberland_seed-oss_0.cpp,MEMORY_LIMIT_EXCEEDED,0,1.22%,0.950,2376.26171875
APIO-2023-contest-cyberland,seed-oss_2048,cyberland_seed-oss_1.cpp,MEMORY_LIMIT_EXCEEDED,20,23.17%,0.980,2436.58984375
APIO-2023-contest-cyberland,seed-oss_2048,cyberland_seed-oss_2.cpp,RUNTIME_ERROR,15,20.73%,0.540,21.91796875
APIO-2023-contest-cyberland,seed-oss_2048,cyberland_seed-oss_3.cpp,RUNTIME_ERROR,20,23.17%,0.290,31.1953125
APIO-2023-contest-cyberland,seed-oss_2048,cyberland_seed-oss_4.cpp,RUNTIME_ERROR,20,23.17%,0.400,36.09765625
APIO-2023-contest-cyberland,seed-oss_2048,cyberland_seed-oss_5.cpp,RUNTIME_ERROR,20,23.17%,0.380,36.09765625
APIO-2023-contest-cyberland,seed-oss_2048,cyberland_seed-oss_6.cpp,RUNTIME_ERROR,20,23.17%,0.400,22.69140625
APIO-2023-contest-cyberland,seed-oss_2048,cyberland_seed-oss_7.cpp,MEMORY_LIMIT_EXCEEDED,20,23.17%,0.950,2430.40234375
APIO-2023-contest-sequence,seed-oss_2048,sequence_seed-oss_0.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.840,10.33984375
APIO-2023-contest-sequence,seed-oss_2048,sequence_seed-oss_1.cpp,TIME_LIMIT_EXCEEDED,0,2.47%,1.800,48.484375
APIO-2023-contest-sequence,seed-oss_2048,sequence_seed-oss_2.cpp,RUNTIME_ERROR,0,0.00%,0.180,64.19921875
APIO-2023-contest-sequence,seed-oss_2048,sequence_seed-oss_3.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.080,6.44140625
APIO-2023-contest-sequence,seed-oss_2048,sequence_seed-oss_4.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.800,43.09765625
APIO-2023-contest-sequence,seed-oss_2048,sequence_seed-oss_5.cpp,TIME_LIMIT_EXCEEDED,0,2.47%,1.800,46.44140625
APIO-2023-contest-sequence,seed-oss_2048,sequence_seed-oss_6.cpp,UNKNOWN,0,0.00%,0.000,0
APIO-2023-contest-sequence,seed-oss_2048,sequence_seed-oss_7.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-september,seed-oss_2048,september_seed-oss_0.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.210,193.83984375
APIO-2024-contest-september,seed-oss_2048,september_seed-oss_1.cpp,RUNTIME_ERROR,0,0.00%,0.720,23.44140625
APIO-2024-contest-september,seed-oss_2048,september_seed-oss_2.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-september,seed-oss_2048,september_seed-oss_3.cpp,UNKNOWN,0,0.00%,0.000,0
APIO-2024-contest-september,seed-oss_2048,september_seed-oss_4.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-september,seed-oss_2048,september_seed-oss_5.cpp,RUNTIME_ERROR,0,0.00%,0.200,14.828125
APIO-2024-contest-september,seed-oss_2048,september_seed-oss_6.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-september,seed-oss_2048,september_seed-oss_7.cpp,UNKNOWN,0,0.00%,0.000,0
APIO-2024-contest-show,seed-oss_2048,show_seed-oss_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,seed-oss_2048,show_seed-oss_5.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,seed-oss_2048,show_seed-oss_6.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,seed-oss_2048,show_seed-oss_7.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,seed-oss_2048,train_seed-oss_0.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,seed-oss_2048,train_seed-oss_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,seed-oss_2048,train_seed-oss_2.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.580,1214.16015625
APIO-2024-contest-train,seed-oss_2048,train_seed-oss_3.cpp,RUNTIME_ERROR,0,1.79%,0.100,7.79296875
APIO-2024-contest-train,seed-oss_2048,train_seed-oss_4.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,seed-oss_2048,train_seed-oss_5.cpp,RUNTIME_ERROR,0,0.00%,0.120,26.9375
APIO-2024-contest-train,seed-oss_2048,train_seed-oss_6.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.210,499.76953125
APIO-2024-contest-train,seed-oss_2048,train_seed-oss_7.cpp,RUNTIME_ERROR,0,1.79%,0.110,19.140625
BOI-2023-contest-astronomer,seed-oss_2048,astronomer_seed-oss_0.cpp,RUNTIME_ERROR,0,0.00%,0.010,0
BOI-2023-contest-astronomer,seed-oss_2048,astronomer_seed-oss_1.cpp,RUNTIME_ERROR,0,0.00%,0.020,0.00390625
BOI-2023-contest-astronomer,seed-oss_2048,astronomer_seed-oss_2.cpp,RUNTIME_ERROR,0,0.00%,0.020,0.00390625
BOI-2023-contest-astronomer,seed-oss_2048,astronomer_seed-oss_3.cpp,RUNTIME_ERROR,0,0.70%,0.010,0.00390625
BOI-2023-contest-astronomer,seed-oss_2048,astronomer_seed-oss_4.cpp,RUNTIME_ERROR,0,0.00%,0.010,1.6796875
