competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,seed-oss_2048,10739,19.74%,0.18,35.99,11.32%
APIO-2023,seed-oss_2048,20,8.55%,0.70,26.96,0.00%
APIO-2024,seed-oss_2048,0,0.60%,0.03,2.60,0.00%
BOI-2023,seed-oss_2048,0,3.55%,0.01,0.26,0.00%
BOI-2024,seed-oss_2048,0,2.21%,0.01,1.29,0.00%
BOI-2025,seed-oss_2048,11,9.64%,0.12,15.09,0.00%
CCO-2023,seed-oss_2048,30,100.00%,0.01,0.00,100.00%
CCO-2024,seed-oss_2048,15,50.00%,0.03,0.00,50.00%
CEOI-2023,seed-oss_2048,0,0.79%,0.02,0.25,0.00%
CEOI-2024,seed-oss_2048,59,39.97%,0.41,345.62,0.00%
COCI-2023,seed-oss_2048,0,0.00%,0.00,0.00,0.00%
COCI-2024,seed-oss_2048,659,38.88%,0.32,9.40,32.00%
COCI-2025,seed-oss_2048,572,37.83%,0.42,7.28,24.00%
EGOI-2023,seed-oss_2048,141,23.61%,0.57,70.91,12.50%
EGOI-2024,seed-oss_2048,12,9.48%,0.02,2.39,0.00%
EJOI-2023,seed-oss_2048,0,0.00%,0.00,0.00,0.00%
EJOI-2024,seed-oss_2048,111,24.66%,0.10,15.27,16.67%
IATI-2024,seed-oss_2048,153,14.26%,0.05,10.38,9.09%
IOI-2023,seed-oss_2048,15,4.82%,0.05,4.68,0.00%
IOI-2024,seed-oss_2048,11,12.04%,0.16,408.67,0.00%
JOI-2023,seed-oss_2048,1,7.63%,0.04,1.29,0.00%
JOI-2024,seed-oss_2048,28,6.37%,0.15,4.37,0.00%
JOI-2025,seed-oss_2048,100,20.00%,0.03,5.62,20.00%
NOINordic-2023,seed-oss_2048,107,49.20%,0.37,26.49,33.33%
NOINordic-2024,seed-oss_2048,4,21.52%,0.07,3.61,0.00%
NOINordic-2025,seed-oss_2048,24,12.09%,0.15,2.81,0.00%
OOI-2023,seed-oss_2048,269,24.37%,0.31,18.37,5.88%
OOI-2024,seed-oss_2048,227,23.12%,0.29,27.58,5.88%
RMI-2023,seed-oss_2048,0,2.86%,0.09,36.01,0.00%
RMI-2024,seed-oss_2048,107,26.88%,0.26,64.05,16.67%
USACO-2023,seed-oss_2048,3877,25.72%,0.21,12.43,18.75%
USACO-2024,seed-oss_2048,3549,23.04%,0.30,12.47,14.58%
USACO-2025,seed-oss_2048,637,7.95%,0.34,15.55,2.78%
