competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,4630,2991,8239,1019,4088,13162,915,500
APIO-2023,0,0,8,0,0,16,0,0
APIO-2024,0,0,4,0,13,7,0,0
BOI-2023,0,0,2,1,2,43,0,0
BOI-2024,0,0,13,0,1,31,0,3
BOI-2025,0,0,8,1,0,36,2,1
CCO-2023,0,0,0,0,0,0,0,0
CCO-2024,0,0,0,0,0,0,0,0
CEOI-2023,0,0,2,0,15,30,0,1
CEOI-2024,0,0,13,2,9,24,0,0
COCI-2023,52,0,26,2,19,91,8,2
COCI-2024,78,3,31,0,9,77,0,2
COCI-2025,51,0,34,8,10,80,16,1
EGOI-2023,5,0,4,3,0,43,9,0
EGOI-2024,0,0,3,0,2,49,10,0
EJOI-2023,0,0,25,0,14,7,2,0
EJOI-2024,7,0,13,0,13,15,0,0
IATI-2024,4,8,30,4,4,36,2,0
IOI-2023,0,0,4,0,5,39,0,0
IOI-2024,0,0,8,4,7,27,0,2
JOI-2023,0,0,0,0,0,0,0,0
JOI-2024,0,0,19,2,39,99,0,1
NOINordic-2023,9,0,0,3,5,7,0,0
NOINordic-2024,0,0,10,0,0,13,1,0
NOINordic-2025,2,0,15,0,1,6,0,0
OOI-2023,11,0,42,8,0,61,14,0
OOI-2024,22,0,49,0,0,50,14,1
RMI-2023,0,0,0,0,39,9,0,0
RMI-2024,0,0,6,1,10,29,2,0
USACO-2023,73,88,118,17,26,58,0,4
USACO-2024,43,83,132,20,24,68,0,14
USACO-2025,25,68,58,12,73,49,0,3
