problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,ACCEPTED,15,100.00%,0.020,1.8671875,,3,3,5,4,0,0,0,0
s2,ACCEPTED,15,100.00%,0.030,1.55859375,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,0,11.90%,0.020,2.0703125,,0,0,0,0,0,0,0,0
s4,ACCEPTED,15,100.00%,0.250,62.90625,,3,6,6,0,0,0,0,0
s5,RUNTIME_ERROR,7,68.75%,0.500,37.40625,,3,4,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,0.070,16.51171875,,3,3,4,4,4,7,0,0
d1p2,RUNTIME_ERROR,0,1.90%,0.240,58.53125,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,6.73%,0.140,28.109375,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,18,68.75%,0.020,1.6796875,,1,3,4,5,5,0,0,0
d2p2,RUNTIME_ERROR,11,45.31%,0.140,18.828125,,2,0,0,0,4,5,0,0
d2p3,ACCEPTED,25,100.00%,0.150,15.2109375,,5,5,5,5,5,0,0,0
j1,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,ACCEPTED,15,100.00%,0.030,2.84765625,,3,3,5,4,0,0,0,0
j5,ACCEPTED,15,100.00%,0.020,0,,2,2,2,9,0,0,0,0
TOTAL,,206,75.21%,,,62.50%,,,,,,,,
