competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,1693,1565,8759,1786,5252,14790,1862,2549
APIO-2023,0,0,10,6,5,2,0,1
APIO-2024,0,0,6,2,13,3,0,0
BOI-2023,0,0,4,0,4,39,0,1
BOI-2024,0,0,10,1,9,25,0,3
BOI-2025,0,0,8,0,2,36,0,2
CCO-2023,16,0,32,3,8,50,2,17
CCO-2024,39,0,24,0,8,48,0,9
CEOI-2023,0,0,17,0,10,21,0,0
CEOI-2024,1,0,6,8,9,23,0,1
COCI-2023,23,0,37,5,39,79,7,10
COCI-2024,22,5,41,4,28,93,0,7
COCI-2025,11,0,38,10,31,92,15,3
EGOI-2023,0,0,12,0,5,39,8,0
EGOI-2024,0,0,6,1,8,38,9,2
EJOI-2023,0,0,13,0,13,12,0,10
EJOI-2024,1,0,8,0,14,20,0,5
IATI-2024,0,8,23,4,5,40,2,6
IOI-2023,0,0,5,0,13,27,0,3
IOI-2024,0,0,7,4,7,28,0,2
JOI-2023,1,0,22,1,30,65,1,32
JOI-2024,0,0,21,4,29,73,1,32
JOI-2025,0,0,9,0,3,7,0,13
NOINordic-2023,0,0,7,2,1,9,3,2
NOINordic-2024,0,0,9,0,3,12,0,0
NOINordic-2025,0,0,5,1,7,10,0,1
OOI-2023,2,0,33,15,0,40,44,2
OOI-2024,7,0,37,7,0,44,40,1
RMI-2023,0,0,10,3,5,29,0,1
RMI-2024,0,0,1,3,8,28,8,0
USACO-2023,13,51,106,22,55,87,0,50
USACO-2024,6,64,107,25,50,80,1,51
USACO-2025,0,38,91,29,32,54,0,44
