competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,Qwen3-32B-Non-Thinking,8796,21.54%,0.65,94.66,5.97%
APIO-2023,Qwen3-32B-Non-Thinking,108,38.55%,1.03,761.54,0.00%
APIO-2024,Qwen3-32B-Non-Thinking,5,5.95%,0.20,404.53,0.00%
BOI-2023,Qwen3-32B-Non-Thinking,0,10.24%,0.13,86.12,0.00%
BOI-2024,Qwen3-32B-Non-Thinking,22,24.97%,0.25,5.33,0.00%
BOI-2025,Qwen3-32B-Non-Thinking,0,5.33%,0.34,17.97,0.00%
CCO-2023,Qwen3-32B-Non-Thinking,71,37.09%,0.25,78.97,18.75%
CCO-2024,Qwen3-32B-Non-Thinking,101,41.93%,0.35,14.40,37.50%
CEOI-2023,Qwen3-32B-Non-Thinking,10,1.68%,0.03,3.13,0.00%
CEOI-2024,Qwen3-32B-Non-Thinking,124,40.50%,3.01,447.20,16.67%
COCI-2023,Qwen3-32B-Non-Thinking,402,27.25%,0.33,14.43,20.00%
COCI-2024,Qwen3-32B-Non-Thinking,544,35.50%,0.62,33.77,24.00%
COCI-2025,Qwen3-32B-Non-Thinking,425,28.80%,0.41,3.11,12.00%
EGOI-2023,Qwen3-32B-Non-Thinking,39,11.49%,0.51,1.81,0.00%
EGOI-2024,Qwen3-32B-Non-Thinking,20,15.01%,0.13,144.56,0.00%
EJOI-2023,Qwen3-32B-Non-Thinking,40,13.28%,0.27,3.86,0.00%
EJOI-2024,Qwen3-32B-Non-Thinking,108,22.18%,1.09,31.07,16.67%
IATI-2024,Qwen3-32B-Non-Thinking,90,14.83%,0.26,61.81,0.00%
IOI-2023,Qwen3-32B-Non-Thinking,19,9.24%,0.50,5.87,0.00%
IOI-2024,Qwen3-32B-Non-Thinking,25,12.81%,0.17,411.38,0.00%
JOI-2023,Qwen3-32B-Non-Thinking,130,19.75%,0.72,16.56,5.26%
JOI-2024,Qwen3-32B-Non-Thinking,13,4.17%,0.20,1.18,0.00%
JOI-2025,Qwen3-32B-Non-Thinking,56,32.66%,0.97,9.48,0.00%
NOINordic-2023,Qwen3-32B-Non-Thinking,103,58.25%,2.32,294.00,0.00%
NOINordic-2024,Qwen3-32B-Non-Thinking,0,12.90%,0.18,3.35,0.00%
NOINordic-2025,Qwen3-32B-Non-Thinking,57,36.33%,2.14,2.59,0.00%
OOI-2023,Qwen3-32B-Non-Thinking,307,26.71%,0.37,11.26,5.88%
OOI-2024,Qwen3-32B-Non-Thinking,393,32.28%,1.06,20.47,17.65%
RMI-2023,Qwen3-32B-Non-Thinking,0,9.79%,0.16,8.60,0.00%
RMI-2024,Qwen3-32B-Non-Thinking,30,17.07%,0.47,54.75,0.00%
USACO-2023,Qwen3-32B-Non-Thinking,2959,20.72%,0.93,20.96,10.42%
USACO-2024,Qwen3-32B-Non-Thinking,2066,15.10%,0.65,33.99,6.25%
USACO-2025,Qwen3-32B-Non-Thinking,529,6.85%,0.72,21.03,0.00%
