problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,0.070,5.109375,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,0.010,0.00390625,,5,5,2,3,0,0,0
s3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
s4,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,12.39%,0.020,4.90234375,,0,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,1.070,129.078125,,5,5,7,8,0,0,0
d1p2,TIME_LIMIT_EXCEEDED,17,54.12%,4.810,192.1015625,,0,4,0,6,7,0,0
d1p3,RUNTIME_ERROR,0,0.00%,0.130,18.828125,,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,0,0.00%,0.010,2.3203125,,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,0,1.12%,2.840,11.10546875,,0,0,0,0,0,0,0
d2p3,RUNTIME_ERROR,0,1.15%,0.030,26.04296875,,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.020,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.020,0.00390625,,6,7,2,0,0,0,0
j4,ACCEPTED,15,100.00%,0.020,2.3125,,3,3,5,4,0,0,0
j5,ACCEPTED,15,100.00%,0.020,1.55078125,,1,4,5,5,0,0,0
TOTAL,,132,51.25%,,,46.67%,,,,,,,
