problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
estimathon,ACCEPTED,50,100.00%,100.00%,0.000,0,,11,39,0,0,0
dirigent,ACCEPTED,70,100.00%,100.00%,0.120,3.875,,15,20,35,0,0
baltazar,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
bomboni,ACCEPTED,110,100.00%,100.00%,0.200,3.35546875,,13,17,33,47,0
skrivaca,RUNTIME_ERROR,0,0.00%,0.00%,0.100,15.47265625,,0,0,0,0,0
kalendar,ACCEPTED,50,100.00%,100.00%,0.000,0,,7,19,24,0,0
diskurs,ACCEPTED,70,100.00%,100.00%,0.180,13.46875,,20,25,25,0,0
logaritam,ACCEPTED,110,100.00%,100.00%,0.070,0.00390625,,19,26,29,36,0
slasticarnica,RUNTIME_ERROR,0,0.00%,10.00%,0.430,237.96875,,0,0,0,0,0
zastave,ACCEPTED,110,100.00%,100.00%,0.080,2.07421875,,41,22,47,0,0
7krokods,ACCEPTED,50,100.00%,100.00%,0.000,0,,17,26,7,0,0
zrinka,ACCEPTED,70,100.00%,100.00%,0.180,96.94921875,,15,20,15,20,0
bojanje,RUNTIME_ERROR,30,27.27%,40.00%,0.040,0.00390625,,30,0,0,0,0
mreza,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
vrsta,ACCEPTED,110,100.00%,100.00%,0.130,5.1640625,,19,26,29,36,0
tramvaji,ACCEPTED,50,100.00%,100.00%,0.000,0,,12,13,25,0,0
ekspert,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
lampice,RUNTIME_ERROR,0,0.00%,2.38%,0.080,0.00390625,,0,0,0,0,0
prijateljice,RUNTIME_ERROR,0,0.00%,4.00%,0.050,0,,0,0,0,0,0
kruhologija,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
desniklik,ACCEPTED,50,100.00%,100.00%,0.000,0,,5,15,30,0,0
cokolade,ACCEPTED,70,100.00%,100.00%,0.130,3.62109375,,15,20,35,0,0
berilij,RUNTIME_ERROR,0,0.00%,20.45%,0.170,12.890625,,0,0,0,0,0
iksevi,RUNTIME_ERROR,0,0.00%,0.00%,0.170,0.00390625,,0,0,0,0,0
neboderi,ACCEPTED,110,100.00%,100.00%,0.200,12.90234375,,11,22,27,18,32
TOTAL,,1110,,59.07%,,,56.00%,,,,,
