problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,100.00%,0.110,5.109375,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.040,0.00390625,,5,5,2,3,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,2.00%,0.080,16.5078125,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,2,13.33%,22.12%,0.080,7.48828125,,2,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,0.880,59.31640625,,5,5,7,8,0,0,0
d1p2,ACCEPTED,25,100.00%,100.00%,0.500,93.01171875,,3,4,5,6,7,0,0
d1p3,RUNTIME_ERROR,0,0.00%,0.00%,0.220,39.1953125,,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,0,0.00%,0.00%,0.050,0.00390625,,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,0,0.00%,5.03%,0.090,12.90234375,,0,0,0,0,0,0,0
d2p3,MEMORY_LIMIT_EXCEEDED,0,0.00%,5.75%,0.120,27.4296875,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0.00390625,,6,7,2,0,0,0,0
j4,ACCEPTED,15,100.00%,100.00%,0.000,1.49609375,,3,3,5,4,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.000,1.5546875,,1,4,5,5,0,0,0
TOTAL,,157,,58.43%,,,56.25%,,,,,,,
