problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
platinum_Forklift_Certified,TIME_LIMIT_EXCEEDED,95,37.50%,2.220,29.71484375,,0,0,0,0,23.809523809523807,23.809523809523807,23.809523809523807,0,0,0,0,0,0,0,0,0,23.809523809523807,0,0,0,0,0
platinum_Lazy_Sort,WRONG_ANSWER,0,6.67%,0.110,62.66015625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Package_Pickup,TIME_LIMIT_EXCEEDED,0,10.00%,4.410,130.46875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Moo_Decomposition,ACCEPTED,333,100.00%,0.040,2.36328125,,0,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872
gold_Election_Queries,TIME_LIMIT_EXCEEDED,26,6.67%,3.360,29.07421875,,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564102564,0,0,0,0,0,0,0,0,0
gold_OohMoo_Milk,ACCEPTED,333,100.00%,0.060,4.140625,,0,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,0,0,19.6078431372549,0,0,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549
silver_Sequence_Construction,WRONG_ANSWER,0,0.00%,0.040,0.00390625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Compatible_Pairs,TIME_LIMIT_EXCEEDED,233,75.00%,2.230,51.3125,,0,0,33.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333333333,33.33333333333333,33.33333333333333,0,33.33333333333333,33.33333333333333,33.33333333333333
silver_Ski_Slope,ACCEPTED,333,100.00%,0.150,37.12890625,,0,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,0,0,0,20.833333333333332,0,0,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332
bronze_Hoof_Paper_Scissors_Minus_One,ACCEPTED,333,100.00%,0.070,2.5859375,,0,30.3030303030303,30.3030303030303,30.3030303030303,0,0,0,0,0,0,0,0,30.3030303030303,0,0,30.3030303030303,30.3030303030303,30.3030303030303,30.3030303030303,30.3030303030303,30.3030303030303,30.3030303030303
bronze_More_Cow_Photos,ACCEPTED,333,100.00%,0.080,1.7578125,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
bronze_Its_Mooin_Time_III,ACCEPTED,333,100.00%,0.130,2.390625,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
platinum_DFS_Order,TIME_LIMIT_EXCEEDED,117,43.48%,2.260,166.1796875,,0,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,16.666666666666664,16.666666666666664,16.666666666666664
platinum_Shock_Wave,WRONG_ANSWER,51,14.29%,0.290,2.84765625,,0,0,0,0,25.64102564102564,0,0,0,0,0,0,0,25.64102564102564,0,0,0,0,0,0,0,0,0
platinum_Watering_the_Plants,TIME_LIMIT_EXCEEDED,0,15.79%,2.260,9.3984375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Median_Heap,ACCEPTED,333,100.00%,0.280,24.0,,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,0,0,0,0,22.22222222222222,0,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222
gold_Reachable_Pairs,WRONG_ANSWER,50,26.09%,0.180,23.3828125,,0,0,0,0,0,0,0,16.666666666666664,0,0,0,0,0,0,0,0,16.666666666666664,16.666666666666664,0,0,0,0
gold_Photo_Op,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Cow_Checkups,ACCEPTED,333,100.00%,0.230,47.9609375,,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
silver_Farmer_Johns_Favorite_Operation,ACCEPTED,333,100.00%,0.110,5.96875,,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,0,0,0,0,22.22222222222222,0,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222
silver_Table_Recovery,TIME_LIMIT_EXCEEDED,83,33.33%,2.250,63.28125,,0,27.777777777777775,0,0,0,0,0,0,0,0,0,0,27.777777777777775,0,0,27.777777777777775,0,0,0,0,0,0
bronze_Astral_Superposition,ACCEPTED,333,100.00%,0.200,2.75,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
bronze_Its_Mooin_Time_II,ACCEPTED,333,100.00%,0.120,20.37890625,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
bronze_Cow_Checkups,ACCEPTED,333,100.00%,0.110,1.55859375,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
platinum_Min_Max_Subarrays,WRONG_ANSWER,0,23.08%,0.170,24.46875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
