problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,6,52.50%,0.000,0,,3,3,0,0,0,0,0,0
s2,TIME_LIMIT_EXCEEDED,5,38.71%,1.110,0.00390625,,5,0,0,0,0,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,1.47%,0.020,0,,0,0,0,0,0,0,0,0
s5,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
d1p1,TIME_LIMIT_EXCEEDED,6,28.57%,1.160,6.19921875,,3,3,0,0,0,0,0,0
d1p2,RUNTIME_ERROR,0,0.95%,0.080,5.109375,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,4.81%,0.240,28.7265625,,0,0,0,0,0,0,0,0
d2p1,TIME_LIMIT_EXCEEDED,0,14.29%,1.190,1.9609375,,0,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,0,1.56%,0.220,14.01171875,,0,0,0,0,0,0,0,0
d2p3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,52.50%,0.000,0,,3,3,0,0,0,0,0,0
j5,RUNTIME_ERROR,6,72.22%,0.000,0,,2,2,2,0,0,0,0,0
TOTAL,,74,35.47%,,,18.75%,,,,,,,,
