problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
2023-open-t1_Ancient_Machine_2,RUNTIME_ERROR,0,0.00%,0.00%,0.140,0,,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,RUNTIME_ERROR,0,0.00%,0.00%,0.190,6.453125,,0,0,0,0,0,0,0
2023-open-t3_Garden,TIME_LIMIT_EXCEEDED,0,0.00%,17.78%,2.410,5.390625,,0,0,0,0,0,0,0
2023-sp_Two_Currencies,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,0.00%,24.00%,0.140,0,,0,0,0,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,0,0.00%,17.86%,0.220,2.84765625,,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Council,RUNTIME_ERROR,0,0.00%,0.00%,0.410,18.57421875,,0,0,0,0,0,0,0
2023-sp_Mizuyokan_2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,0.00%,6.67%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,0,0.00%,8.89%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Tourism,RUNTIME_ERROR,0,0.00%,0.00%,0.210,103.1953125,,0,0,0,0,0,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Security_Guard,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,RUNTIME_ERROR,0,0.00%,32.10%,0.000,0,,0,0,0,0,0,0,0
2023-ho-t2_Advertisement_2,TIME_LIMIT_EXCEEDED,0,0.00%,63.49%,2.430,2.328125,,0,0,0,0,0,0,0
2023-ho-t3_Maze,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-ho-t5_Modern_Machine,RUNTIME_ERROR,0,0.00%,7.25%,0.290,2.58203125,,0,0,0,0,0,0,0
TOTAL,,0,,9.37%,,,0.00%,,,,,,,
