problem,status,score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2024-open-t1_Examination_2,TIME_LIMIT_EXCEEDED,20,40.20%,2.420,31.49609375,,0,20,0,0,0,0,0,0
2024-open-t2_Heat_Stroke,RUNTIME_ERROR,6,36.57%,0.210,1.60546875,,6,0,0,0,0,0,0,0
2024-open-t3_Library_3,RUNTIME_ERROR,0,40.68%,0.020,1.484375,,0,0,0,0,0,0,0,0
2024-sp_Fish_3,TIME_LIMIT_EXCEEDED,9,37.93%,2.410,5.94140625,,9,0,0,0,0,0,0,0
2024-sp_Ski_2,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Spy_3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Board_Game,RUNTIME_ERROR,10,24.02%,0.040,5.67578125,,3,7,0,0,0,0,0,0
2024-sp_Tricolor_Lights,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Growing_Vegetables_is_Fun_5,RUNTIME_ERROR,0,0.00%,0.020,0,,0,0,0,0,0,0,0,0
2024-sp_Card_Collection,RUNTIME_ERROR,0,16.67%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_JOI_Tour,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Tower,RUNTIME_ERROR,0,0.00%,0.030,3.1015625,,0,0,0,0,0,0,0,0
2024-sp_Escape_Route_2,RUNTIME_ERROR,54,70.53%,0.920,199.51953125,,6,8,17,23,0,0,0,0
2024-sp_Island_Hopping,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Table_Tennis,RUNTIME_ERROR,5,44.35%,0.030,13.41796875,,5,0,0,0,0,0,0,0
2024-ho-t1_Room_Temperature,ACCEPTED,100,100.00%,0.070,5.16796875,,15,5,30,35,15,0,0,0
2024-ho-t2_Construction_Project_2,ACCEPTED,100,100.00%,0.190,34.20703125,,8,16,29,47,0,0,0,0
2024-ho-t3_Marathon_Race_2,RUNTIME_ERROR,7,58.82%,0.020,3.359375,,7,0,0,0,0,0,0,0
2024-ho-t4_Gift_Exchange,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-ho-t5_Road_Service_2,RUNTIME_ERROR,0,0.00%,0.090,55.44140625,,0,0,0,0,0,0,0,0
TOTAL,,311,28.49%,,,10.00%,,,,,,,,
