problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-open-t3_Garden,RUNTIME_ERROR,0,0.00%,39.64%,0.190,0.00390625,,0,0,0,0,0,0,0,0
2023-sp_Two_Currencies,ACCEPTED,100,100.00%,100.00%,0.460,63.015625,,10,28,30,32,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,6,6.00%,47.14%,0.170,9.00390625,,6,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Council,RUNTIME_ERROR,0,0.00%,24.00%,0.260,17.3515625,,0,0,0,0,0,0,0,0
2023-sp_Mizuyokan_2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,0.00%,0.00%,0.150,0,,0,0,0,0,0,0,0,0
2023-sp_Cookies,ACCEPTED,100,100.00%,100.00%,0.160,1.55078125,,6,7,12,45,15,15,0,0
2023-sp_Tourism,TIME_LIMIT_EXCEEDED,35,35.00%,89.49%,4.890,29.19140625,,5,5,7,18,0,0,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Security_Guard,RUNTIME_ERROR,0,0.00%,0.00%,0.160,2.7890625,,0,0,0,0,0,0,0,0
2023-sp_Bitaro’s_travel,RUNTIME_ERROR,5,5.00%,65.91%,0.240,9.03515625,,5,0,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,ACCEPTED,100,100.00%,100.00%,0.270,32.66796875,,25,35,40,0,0,0,0,0
2023-ho-t2_Advertisement_2,ACCEPTED,100,100.00%,100.00%,0.260,20.375,,10,23,36,31,0,0,0,0
2023-ho-t3_Maze,RUNTIME_ERROR,8,8.00%,43.10%,0.180,11.3515625,,8,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-ho-t5_Modern_Machine,TIME_LIMIT_EXCEEDED,3,3.00%,45.36%,2.980,1.8125,,3,0,0,0,0,0,0,0
TOTAL,,457,,41.92%,,,22.22%,,,,,,,,
