problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
eurokod,ACCEPTED,50,100.00%,100.00%,0.000,0,,17,19,14,0,0
vrsar,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,4.38671875,,0,0,0,0,0
milano,ACCEPTED,110,100.00%,100.00%,0.100,6.20703125,,21,18,31,40,0
restorani,RUNTIME_ERROR,0,0.00%,0.68%,0.200,64.5390625,,0,0,0,0,0
cesta,RUNTIME_ERROR,0,0.00%,0.92%,0.150,26.88671875,,0,0,0,0,0
zlagalica,ACCEPTED,50,100.00%,100.00%,0.000,0,,17,12,12,9,0
bitovi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
piratski,ACCEPTED,110,100.00%,100.00%,0.060,1.55859375,,20,40,50,0,0
rolete,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
trokut,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
bingo,ACCEPTED,50,100.00%,100.00%,0.000,0,,12,22,16,0,0
knjige,RUNTIME_ERROR,7,10.00%,25.00%,0.100,2.84765625,,7,0,0,0,0
lepeze,RUNTIME_ERROR,0,0.00%,1.92%,0.000,0,,0,0,0,0,0
putovanje,TIME_LIMIT_EXCEEDED,65,59.09%,68.35%,2.410,5.2890625,,10,20,35,0,0
roboti,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
pahuljice,ACCEPTED,50,100.00%,100.00%,0.000,0,,11,11,28,0,0
pingvin,ACCEPTED,70,100.00%,100.00%,0.080,6.44921875,,7,16,22,25,0
dizalo,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
kuglice,ACCEPTED,110,100.00%,100.00%,0.130,70.1328125,,17,10,26,15,42
zatopljenje,ACCEPTED,110,100.00%,100.00%,1.050,86.0078125,,10,20,20,60,0
sudoku,ACCEPTED,50,100.00%,100.00%,0.000,0,,11,12,13,14,0
labirint,ACCEPTED,70,100.00%,100.00%,0.180,2.8203125,,11,13,24,22,0
an2dl,ACCEPTED,110,100.00%,100.00%,1.210,99.0078125,,12,17,25,56,0
kocke,RUNTIME_ERROR,0,0.00%,13.33%,0.070,1.53515625,,0,0,0,0,0
mostovi,TIME_LIMIT_EXCEEDED,30,27.27%,56.78%,3.610,8.0,,13,17,0,0,0
TOTAL,,1042,,54.68%,,,48.00%,,,,,
