problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
More_Gifts,ACCEPTED,100,100.00%,100.00%,0.190,217.7890625,,0.0,14.0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,16.0,21.0,18.0,19.0,0,0,0
Big_Persimmon,TIME_LIMIT_EXCEEDED,56,56.00%,76.00%,2.400,1215.84765625,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,19.0,15.0,0,0,0,0,0
Evidence_Board,RUNTIME_ERROR,7,7.00%,8.09%,0.150,29.65625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0
Draw_Polygon_Lines,RUNTIME_ERROR,53,53.00%,82.19%,0.050,0.00390625,,0,0,4.0,3.0,3.0,3.0,3.0,2.0,6.0,3.0,3.0,3.0,0,3.0,2.0,0,0,0,0,7.0,4.0,4.0
Burenka_and_Pether,RUNTIME_ERROR,0,0.00%,0.79%,0.140,26.56640625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost_Certainly,RUNTIME_ERROR,27,27.00%,26.81%,0.280,62.42578125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,14.0,0,0,0,0
Three_Arrays,ACCEPTED,100,100.00%,100.00%,0.040,5.93359375,,0.0,13.0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,14.0,16.0,19.0,20.0,0,0,0
Parallel_Universes,RUNTIME_ERROR,23,23.00%,15.94%,0.030,1.55078125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,12.0,0,0
Paired_roads,RUNTIME_ERROR,0,0.00%,13.60%,0.110,38.0546875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legs_warm-up_exercise,TIME_LIMIT_EXCEEDED,18,18.00%,52.37%,7.200,14.08203125,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0
Hard_problem,ACCEPTED,100,100.00%,100.00%,0.080,2.7890625,,0.0,13.0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,14.0,19.0,9.0,1.0,9.0,25.0,0
Yet_another_queries,ACCEPTED,100,100.00%,100.00%,1.140,77.45703125,,0.0,19.0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,11.0,13.0,12.0,9.0,10.0,9.0,0
Lunch,RUNTIME_ERROR,16,16.00%,46.15%,0.030,0,,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tournament,ACCEPTED,100,100.00%,100.00%,0.000,0,,0.0,14.0,9.0,0,0,0,0,0,0,0,0,0,8.0,0,0,11.0,12.0,9.0,10.0,9.0,8.0,10.0
You_need_to_train_more,ACCEPTED,100,100.00%,100.00%,0.060,3.39453125,,0.0,18.0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,16.0,21.0,26.0,0,0,0,0
Colorful_graph,ACCEPTED,100,100.00%,100.00%,0.070,3.359375,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,15.0,16.0,14.0,13.0,12.0,11.0,0
Space_accident,RUNTIME_ERROR,49,49.00%,74.23%,0.050,2.07421875,,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,24.0,0,0,0,0
TOTAL,,949,,64.48%,,,41.18%,,,,,,,,,,,,,,,,,,,,,,
