problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
estimathon,ACCEPTED,50,100.00%,0.010,0,,11,39,0,0,0
dirigent,ACCEPTED,70,100.00%,0.100,3.6171875,,15,20,35,0,0
baltazar,TIME_LIMIT_EXCEEDED,0,46.88%,4.810,53.06640625,,0,0,0,0,0
bomboni,ACCEPTED,110,100.00%,0.430,470.515625,,13,17,33,47,0
skrivaca,RUNTIME_ERROR,0,0.00%,0.100,15.48046875,,0,0,0,0,0
kalendar,ACCEPTED,50,100.00%,0.000,0,,7,19,24,0,0
diskurs,TIME_LIMIT_EXCEEDED,20,22.00%,2.410,2.07421875,,20,0,0,0,0
logaritam,RUNTIME_ERROR,0,0.00%,0.020,0.00390625,,0,0,0,0,0
slasticarnica,RUNTIME_ERROR,0,2.50%,0.020,0.00390625,,0,0,0,0,0
zastave,RUNTIME_ERROR,0,23.81%,0.050,2.07421875,,0,0,0,0,0
7krokods,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
zrinka,RUNTIME_ERROR,35,40.00%,0.010,0.00390625,,15,20,0,0,0
bojanje,RUNTIME_ERROR,0,6.67%,0.010,0,,0,0,0,0,0
mreza,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
vrsta,RUNTIME_ERROR,45,40.00%,0.310,5.265625,,19,26,0,0,0
tramvaji,ACCEPTED,50,100.00%,0.020,0.00390625,,12,13,25,0,0
ekspert,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
lampice,TIME_LIMIT_EXCEEDED,12,16.67%,3.610,4.6171875,,0,12,0,0,0
prijateljice,ACCEPTED,110,100.00%,0.120,45.828125,,20,30,60,0,0
kruhologija,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
desniklik,ACCEPTED,50,100.00%,0.000,0,,5,15,30,0,0
cokolade,ACCEPTED,70,100.00%,0.150,2.84375,,15,20,35,0,0
berilij,RUNTIME_ERROR,0,2.27%,0.160,8.0,,0,0,0,0,0
iksevi,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
neboderi,RUNTIME_ERROR,38,38.89%,0.480,5.1640625,,11,0,27,0,0
TOTAL,,710,41.59%,,,32.00%,,,,,
