problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_22,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
platinum_Pareidolia,TIME_LIMIT_EXCEEDED,17,5.31%,9.52%,4.820,609.96875,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Good_Bitstrings,WRONG_ANSWER,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Triples_of_Cows,TIME_LIMIT_EXCEEDED,39,12.07%,25.00%,2.420,305.69921875,,0,19.6078431372549,0,0,0,0,0,0,0,0,0,0,19.6078431372549,0,0,0,0,0,0,0,0,0,0
gold_Custodial_Cleanup,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Pareidolia,RUNTIME_ERROR,0,0.00%,5.88%,0.120,2.44921875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Tree_Merging,RUNTIME_ERROR,0,0.00%,0.00%,0.120,0.00390625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Milk_Sum,ACCEPTED,333,100.91%,100.00%,0.190,5.9375,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
silver_Field_Day,ACCEPTED,333,103.10%,100.00%,2.010,23.18359375,,0,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,0,0,0,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805,17.543859649122805
silver_Pareidolia,TIME_LIMIT_EXCEEDED,0,0.00%,16.67%,4.810,1.49609375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_FEB,TIME_LIMIT_EXCEEDED,118,36.53%,45.00%,2.420,15.65234375,,0,19.6078431372549,0,0,19.6078431372549,0,0,0,0,0,0,0,19.6078431372549,0,0,0,19.6078431372549,19.6078431372549,19.6078431372549,0,0,0,0
bronze_Moo_Language,WRONG_ANSWER,0,0.00%,0.00%,0.170,1.80078125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Rotate_and_Shift,TIME_LIMIT_EXCEEDED,167,51.54%,53.85%,4.830,4.3984375,,0,27.777777777777775,0,0,0,0,0,0,0,0,0,0,27.777777777777775,0,0,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,0,0,0
platinum_Tractor_Paths,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Mana_Collection,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Subtree_Activation,WRONG_ANSWER,0,0.00%,4.76%,0.130,8.40625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Find_and_Replace,TIME_LIMIT_EXCEEDED,0,0.00%,6.67%,2.400,221.46484375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Lights_Off,TIME_LIMIT_EXCEEDED,37,11.42%,20.00%,4.800,247.23828125,,0,18.51851851851852,0,0,0,0,0,0,0,0,0,0,18.51851851851852,0,0,0,0,0,0,0,0,0,0
gold_Moo_Route,RUNTIME_ERROR,0,0.00%,4.76%,0.130,3.3671875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Find_and_Replace,WRONG_ANSWER,71,22.05%,20.00%,0.000,0,,0,23.809523809523807,0,0,0,0,0,0,0,0,0,0,23.809523809523807,0,0,0,0,23.809523809523807,0,0,0,0,0
silver_Following_Directions,TIME_LIMIT_EXCEEDED,214,66.46%,66.67%,9.610,35.5625,,0,23.809523809523807,0,0,0,0,0,0,0,0,0,0,23.809523809523807,0,0,0,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807
silver_Moo_Route,RUNTIME_ERROR,56,17.28%,15.00%,0.120,1.55859375,,0,18.51851851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51851851851852,0,0,0,0,0,18.51851851851852
bronze_Leaders,ACCEPTED,333,100.91%,100.00%,1.900,3.62109375,,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,0,0,0,0,22.22222222222222,0,0,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222
bronze_Air_Cownditioning_II,ACCEPTED,333,100.91%,100.00%,0.000,0,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
bronze_Moo_Operations,ACCEPTED,333,100.91%,100.00%,0.000,0,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
platinum_Hungry_Cow,TIME_LIMIT_EXCEEDED,17,5.31%,13.64%,7.210,4.95703125,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Problem_Setting,TIME_LIMIT_EXCEEDED,33,10.31%,13.64%,2.450,37.83203125,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0
platinum_Watching_Cowflix,WRONG_ANSWER,0,0.00%,4.17%,0.160,32.5078125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Equal_Sum_Subarrays,ACCEPTED,333,103.42%,100.00%,3.450,5.3984375,,0,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,0,0,0,0,0,23.809523809523807,0,0,0,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807
gold_Fertilizing_Pastures,WRONG_ANSWER,0,0.00%,4.55%,0.180,17.1640625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Piling_Papers,MEMORY_LIMIT_EXCEEDED,0,0.00%,7.69%,2.390,306.41015625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Bakery,WRONG_ANSWER,100,30.30%,36.36%,0.210,0.00390625,,0,33.33333333333333,0,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,0,33.33333333333333,0,0,0,0,0,0
silver_Cow-libi,WRONG_ANSWER,0,0.00%,9.09%,0.160,12.125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
