problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
eurokod,RUNTIME_ERROR,17,34.00%,33.33%,0.000,0,,17,0,0,0,0
vrsar,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
milano,RUNTIME_ERROR,0,0.00%,11.90%,0.070,4.39453125,,0,0,0,0,0
restorani,RUNTIME_ERROR,0,0.00%,0.68%,0.130,61.62890625,,0,0,0,0,0
cesta,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
zlagalica,RUNTIME_ERROR,0,0.00%,0.00%,0.060,0,,0,0,0,0,0
bitovi,RUNTIME_ERROR,0,0.00%,0.00%,0.080,3.1640625,,0,0,0,0,0
piratski,WRONG_ANSWER,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
rolete,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
trokut,RUNTIME_ERROR,0,0.00%,0.00%,0.050,0.00390625,,0,0,0,0,0
bingo,ACCEPTED,50,100.00%,100.00%,0.000,0,,12,22,16,0,0
knjige,RUNTIME_ERROR,7,10.00%,25.00%,0.060,2.39453125,,7,0,0,0,0
lepeze,RUNTIME_ERROR,0,0.00%,3.85%,0.000,0,,0,0,0,0,0
putovanje,TIME_LIMIT_EXCEEDED,45,40.91%,46.76%,2.420,4.5078125,,10,0,35,0,0
roboti,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
pahuljice,RUNTIME_ERROR,0,0.00%,3.70%,0.000,0,,0,0,0,0,0
pingvin,ACCEPTED,70,100.00%,100.00%,0.060,2.83984375,,7,16,22,25,0
dizalo,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
kuglice,MEMORY_LIMIT_EXCEEDED,0,0.00%,8.11%,0.410,613.34375,,0,0,0,0,0
zatopljenje,TIME_LIMIT_EXCEEDED,10,9.09%,37.50%,2.420,613.54296875,,10,0,0,0,0
sudoku,RUNTIME_ERROR,0,0.00%,48.57%,0.000,0,,0,0,0,0,0
labirint,ACCEPTED,70,100.00%,100.00%,0.420,2.0703125,,11,13,24,22,0
an2dl,ACCEPTED,110,100.00%,100.00%,1.120,109.90234375,,12,17,25,56,0
kocke,RUNTIME_ERROR,0,0.00%,13.33%,0.080,0.00390625,,0,0,0,0,0
mostovi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
TOTAL,,379,,25.31%,,,16.00%,,,,,
