problem_id,model,solution_file,status,score,relative_score,tests_passed,execution_time,memory_usage
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_0.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.180,14.125
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_2.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.090,6.9140625
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_3.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.200,14.38671875
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_4.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_5.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_6.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_7.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-cyberland,DeepSeek-R1-Distill-Llama-70B,cyberland_DeepSeek-R1-Distill-Llama-70B_0.cpp,RUNTIME_ERROR,20,20.00%,23.17%,0.470,21.91796875
APIO-2023-contest-cyberland,DeepSeek-R1-Distill-Llama-70B,cyberland_DeepSeek-R1-Distill-Llama-70B_1.cpp,RUNTIME_ERROR,20,20.00%,23.17%,0.500,35.06640625
APIO-2023-contest-cyberland,DeepSeek-R1-Distill-Llama-70B,cyberland_DeepSeek-R1-Distill-Llama-70B_2.cpp,RUNTIME_ERROR,15,15.00%,19.51%,2.060,21.91796875
