problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,100.00%,0.130,9.03515625,,2,1,2,5,5,0,0
s2,RUNTIME_ERROR,0,0.00%,14.81%,0.060,0.00390625,,0,0,0,0,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.00%,0.040,0,,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,0.00%,0.080,12.39453125,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,0.00%,1.77%,0.050,2.5859375,,0,0,0,0,0,0,0
d1p1,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
d1p2,RUNTIME_ERROR,0,0.00%,0.00%,0.300,71.046875,,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,0.85%,0.160,34.78125,,0,0,0,0,0,0,0
d2p1,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,1.15%,4.810,45.1875,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.040,1.71875,,15,0,0,0,0,0,0
j3,RUNTIME_ERROR,6,40.00%,22.22%,0.050,2.328125,,6,0,0,0,0,0,0
j4,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.040,1.55859375,,1,4,5,5,0,0,0
TOTAL,,66,,27.55%,,,25.00%,,,,,,,
