competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,Llama-3.1-8B-Instruct,1557,7.44%,0.12,17.63,2.26%
APIO-2023,Llama-3.1-8B-Instruct,15,6.50%,0.05,4.78,0.00%
APIO-2024,Llama-3.1-8B-Instruct,5,5.95%,0.37,13.86,0.00%
BOI-2023,Llama-3.1-8B-Instruct,0,2.76%,0.01,0.84,0.00%
BOI-2024,Llama-3.1-8B-Instruct,0,2.15%,0.20,1.00,0.00%
BOI-2025,Llama-3.1-8B-Instruct,0,1.64%,0.10,12.18,0.00%
CCO-2023,Llama-3.1-8B-Instruct,57,27.68%,0.27,2.84,18.75%
CCO-2024,Llama-3.1-8B-Instruct,66,27.55%,0.35,11.42,25.00%
CEOI-2023,Llama-3.1-8B-Instruct,0,0.22%,0.01,1.51,0.00%
CEOI-2024,Llama-3.1-8B-Instruct,0,6.64%,0.07,3.04,0.00%
COCI-2023,Llama-3.1-8B-Instruct,109,8.45%,0.10,0.80,4.00%
COCI-2024,Llama-3.1-8B-Instruct,68,8.38%,0.03,1.46,4.00%
COCI-2025,Llama-3.1-8B-Instruct,76,8.65%,0.28,2.46,0.00%
EGOI-2023,Llama-3.1-8B-Instruct,30,7.25%,0.04,2.96,0.00%
EGOI-2024,Llama-3.1-8B-Instruct,100,15.23%,0.02,0.81,12.50%
EJOI-2023,Llama-3.1-8B-Instruct,0,0.27%,0.02,0.52,0.00%
EJOI-2024,Llama-3.1-8B-Instruct,0,3.45%,0.06,1.25,0.00%
IATI-2024,Llama-3.1-8B-Instruct,5,8.21%,0.06,5.37,0.00%
IOI-2023,Llama-3.1-8B-Instruct,0,1.70%,0.03,4.81,0.00%
IOI-2024,Llama-3.1-8B-Instruct,12,9.68%,0.38,376.54,0.00%
JOI-2023,Llama-3.1-8B-Instruct,0,3.78%,0.10,0.51,0.00%
JOI-2024,Llama-3.1-8B-Instruct,0,2.11%,0.08,4.97,0.00%
NOINordic-2023,Llama-3.1-8B-Instruct,24,21.74%,0.16,23.45,0.00%
NOINordic-2024,Llama-3.1-8B-Instruct,0,0.65%,0.05,0.69,0.00%
NOINordic-2025,Llama-3.1-8B-Instruct,0,1.37%,0.05,1.21,0.00%
OOI-2023,Llama-3.1-8B-Instruct,223,17.22%,0.18,40.20,5.88%
OOI-2024,Llama-3.1-8B-Instruct,170,10.66%,0.06,1.72,0.00%
RMI-2023,Llama-3.1-8B-Instruct,0,0.00%,0.00,0.00,0.00%
RMI-2024,Llama-3.1-8B-Instruct,39,14.56%,0.04,1.21,0.00%
USACO-2023,Llama-3.1-8B-Instruct,223,2.13%,0.10,12.48,0.00%
USACO-2024,Llama-3.1-8B-Instruct,300,3.08%,0.33,2.00,0.00%
USACO-2025,Llama-3.1-8B-Instruct,35,1.08%,0.20,9.57,0.00%
