problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,100.00%,0.240,5.16796875,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.060,0.00390625,,5,5,2,3,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,2.00%,0.080,13.640625,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,0.00%,3.54%,0.110,2.84765625,,0,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,1.060,91.18359375,,5,5,7,8,0,0,0
d1p2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,0.00%,0.110,17.796875,,0,0,0,0,0,0,0
d2p1,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.040,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.040,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.080,2.34375,,6,7,2,0,0,0,0
j4,ACCEPTED,15,100.00%,100.00%,0.060,4.25390625,,3,3,5,4,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.050,0.00390625,,1,4,5,5,0,0,0
TOTAL,,130,,50.35%,,,50.00%,,,,,,,
