problem,model,status,score,relative_score,%test passed,time,memory
2023-sp_Two_Currencies,Qwen2.5-Coder-14B-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2023-sp_Festivals_in_JOI_Kingdom_2,Qwen2.5-Coder-14B-Instruct,RUNTIME_ERROR,0,0.00%,24.00%,0.140,0
2023-sp_Passport,Qwen2.5-Coder-14B-Instruct,RUNTIME_ERROR,0,0.00%,9.43%,0.150,0
2023-sp_Belt_Conveyor,Qwen2.5-Coder-14B-Instruct,RUNTIME_ERROR,0,0.00%,3.23%,0.720,22.265625
2023-sp_Council,Qwen2.5-Coder-14B-Instruct,TIME_LIMIT_EXCEEDED,16,16.00%,71.95%,3.600,18.57421875
2023-sp_Mizuyokan_2,Qwen2.5-Coder-14B-Instruct,RUNTIME_ERROR,0,0.00%,0.00%,0.190,4.91015625
2023-sp_Chorus,Qwen2.5-Coder-14B-Instruct,RUNTIME_ERROR,0,0.00%,6.67%,0.000,0
2023-sp_Cookies,Qwen2.5-Coder-14B-Instruct,RUNTIME_ERROR,0,0.00%,37.43%,0.150,2.0703125
2023-sp_Tourism,Qwen2.5-Coder-14B-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2023-sp_Super_Dango_Maker,Qwen2.5-Coder-14B-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2023-sp_Security_Guard,Qwen2.5-Coder-14B-Instruct,RUNTIME_ERROR,0,0.00%,5.95%,0.180,9.80078125
