problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,0.130,5.109375,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,0.080,0.00390625,,5,5,2,3,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.040,2.5859375,,0,0,0,0,0,0,0
s4,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,2.65%,0.520,4.390625,,0,0,0,0,0,0,0
d1p1,TIME_LIMIT_EXCEEDED,5,23.21%,4.410,91.78515625,,5,0,0,0,0,0,0
d1p2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
d1p3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,0,0.00%,0.050,2.32421875,,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,0,0.56%,0.080,5.94140625,,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,3.45%,4.440,1125.62109375,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.060,1.83984375,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.070,0.00390625,,6,7,2,0,0,0,0
j4,RUNTIME_ERROR,3,35.48%,0.060,2.61328125,,3,0,0,0,0,0,0
j5,ACCEPTED,15,100.00%,0.050,1.5546875,,1,4,5,5,0,0,0
TOTAL,,98,41.58%,,,37.50%,,,,,,,
