Model,Contest Count,Total Tasks,Total Score,Total Included Score,Relative Score (%),Avg Tests Passed (%),Pass Rate (%),Gold Medals,Silver Medals,Bronze Medals,Total Medals,Avg Human Percentile,Competition Rank
gemini-2.5-pro,3,23,1456.0,1420.0,61.73826086956522,70.61652173913045,35.14608695652174,1,0,1,2,74.2545046833844,1
gpt-o3-mini-high,3,23,1328.0,1275.0,55.43521739130435,65.34173913043477,40.45739130434782,0,1,1,2,65.11300141414615,2
gemini-2.5-flash,3,23,1143.0,1107.0,48.12869565217392,58.79391304347826,27.897391304347824,0,1,0,1,51.11339497888596,3
Qwen3-32B,3,23,1032.0,979.0,42.565652173913044,52.3495652173913,16.424347826086954,0,0,1,1,43.56705021961621,4
deepseek-reasoner,3,23,987.0,934.0,40.61,50.80826086956522,20.772173913043478,0,0,1,1,43.86866537553231,5
Qwen3-14B,3,23,929.0,876.0,38.089130434782604,50.15260869565218,20.772173913043478,0,0,1,1,41.90375734685683,6
Qwen3-30B,3,23,868.0,815.0,35.43260869565218,49.82739130434783,20.772173913043478,0,0,1,1,38.04237007472541,7
Qwen3-8B,3,23,866.0,813.0,35.345652173913045,50.35130434782609,20.772173913043478,0,0,1,1,36.33667719958146,8
QwQ-32B,3,23,795.0,742.0,32.2604347826087,43.89434782608696,20.772173913043478,0,0,1,1,39.587219152194216,9
DeepSeek-R1-Distill-Llama-70B,3,23,749.0,696.0,30.26086956521739,45.20739130434783,16.907826086956522,0,0,1,1,34.75683325625446,10
deepseek-chat,3,23,635.0,599.0,26.04217391304348,40.47,12.559999999999999,0,0,1,1,27.31388993947409,11
Qwen3-4B,3,23,570.0,517.0,22.47869565217391,40.321304347826086,12.559999999999999,0,0,1,1,25.619290888751966,12
DeepSeek-R1-Distill-Qwen-32B,3,23,548.0,512.0,22.259565217391305,35.875217391304346,3.8643478260869566,0,0,1,1,23.73454888424948,13
gpt-4.1,3,23,629.0,593.0,25.78217391304348,37.36173913043478,12.559999999999999,0,0,0,0,28.421085470232995,14
Llama-3.3-70B-Instruct,3,23,512.0,476.0,20.69695652173913,33.783478260869565,12.559999999999999,0,0,0,0,24.557538254249845,15
DeepSeek-R1-Distill-Qwen-14B,3,23,493.0,457.0,19.870434782608694,25.146521739130435,12.076521739130433,0,0,0,0,23.82148789334418,16
Qwen2.5-Coder-32B-Instruct,3,23,479.0,461.0,20.04478260869565,28.483478260869568,8.212173913043477,0,0,0,0,23.963056222642063,17
Qwen3-32B-Non-Thinking,3,23,446.0,393.0,17.08521739130435,26.482608695652175,12.559999999999999,0,0,0,0,22.224681506118632,18
Codestral-22B-v0.1,3,23,442.0,424.0,18.436086956521738,20.026086956521738,12.016521739130434,0,0,0,0,20.949801139302803,19
Qwen2.5-Coder-14B-Instruct,3,23,441.0,405.0,17.610434782608696,27.25869565217391,12.559999999999999,0,0,0,0,21.933548803913087,20
Mistral-Small-3.1-24B-2503,3,23,379.0,343.0,14.914782608695651,23.98,8.212173913043477,0,0,0,0,18.871873287147746,21
Qwen2.5-72B,3,23,343.0,325.0,14.130869565217392,21.59173913043478,4.3478260869565215,0,0,0,0,20.08610152322727,22
Qwen3-14B-Non-Thinking,3,23,322.0,269.0,11.693913043478263,21.210434782608694,8.212173913043477,0,0,0,0,16.32446063583788,23
Qwen3-30B-Non-Thinking,3,23,316.0,280.0,12.172608695652174,19.69478260869565,8.212173913043477,0,0,0,0,16.01366032503757,24
Mistral-Large-Instruct-2411,3,23,307.0,299.0,13.000434782608695,23.269130434782607,8.695652173913043,0,0,0,0,17.464903692448605,25
DeepSeek-Coder-V2-Lite-Instruct,3,23,293.0,275.0,11.95695652173913,17.834347826086958,3.8643478260869566,0,0,0,0,15.251548185679923,26
Qwen3-4B-Non-Thinking,3,23,252.0,216.0,9.391304347826088,19.497826086956525,4.3478260869565215,0,0,0,0,14.813197447927989,27
Llama-3.1-8B-Instruct,3,23,203.0,170.0,7.391304347826087,10.24304347826087,0.0,0,0,0,0,10.486785337084738,28
Qwen2.5-Coder-7B-Instruct,3,23,100.0,100.0,4.3478260869565215,6.90695652173913,4.3478260869565215,0,0,0,0,7.145681995981396,29
Qwen3-8B-Non-Thinking,3,23,65.0,29.0,1.2626086956521738,8.334782608695651,0.0,0,0,0,0,7.61048665240282,30
DeepSeek-R1-Distill-Llama-8B,3,23,30.0,30.0,1.3043478260869565,1.7008695652173913,0.0,0,0,0,0,8.717563208581174,31
DeepSeek-R1-Distill-Qwen-7B,1,7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,32
