Model,Contest Count,Total Tasks,Total Score,Total Included Score,Relative Score (%),Avg Tests Passed (%),Pass Rate (%),Gold Medals,Silver Medals,Bronze Medals,Total Medals,Avg Human Percentile,Competition Rank
gemini-2.5-pro,2,11,657.0,657.0,59.72727272727273,59.16636363636364,36.365454545454554,1,1,0,2,90.50294616633525,1
gpt-o3-mini-high,2,11,428.0,428.0,38.91090909090909,44.403636363636366,27.27272727272727,1,0,1,2,76.12693142638233,2
gemini-2.5-flash,2,11,378.0,378.0,34.36545454545455,43.00272727272728,18.18,1,0,0,1,63.147381286827084,3
Qwen3-14B,2,11,299.0,299.0,27.180000000000003,32.05636363636364,18.18,0,1,0,1,55.130707627195946,4
Qwen3-32B,2,11,296.0,296.0,26.90727272727273,30.230909090909098,18.18,0,1,0,1,57.047083933816154,5
QwQ-32B,2,11,290.0,290.0,26.363636363636363,30.36454545454546,18.18,0,1,0,1,59.137676268310926,6
deepseek-reasoner,2,11,285.0,285.0,25.90909090909091,29.860000000000003,18.18,0,1,0,1,57.047083933816154,7
gpt-4.1,2,11,271.0,271.0,24.634545454545457,29.512727272727275,18.18,0,1,0,1,54.78227557144682,8
deepseek-chat,2,11,250.0,250.0,22.725454545454543,25.24545454545455,18.18,0,1,0,1,57.043435430614586,9
Qwen3-30B,2,11,225.0,225.0,20.454545454545453,28.12545454545454,9.092727272727274,0,1,0,1,54.691062991407776,10
Qwen3-8B,2,11,221.0,221.0,20.08909090909091,28.658181818181816,9.092727272727274,0,1,0,1,53.036466789499606,11
DeepSeek-R1-Distill-Llama-70B,2,11,193.0,193.0,17.543636363636363,22.87363636363636,9.092727272727274,0,1,0,1,56.605615046427204,12
DeepSeek-R1-Distill-Qwen-32B,2,11,175.0,175.0,15.910909090909092,26.986363636363635,0.0,0,1,0,1,52.85860225842348,13
DeepSeek-R1-Distill-Qwen-14B,2,11,155.0,155.0,14.092727272727274,23.72363636363636,0.0,0,1,0,1,50.593793896054144,14
Qwen3-4B,2,11,125.0,125.0,11.365454545454547,17.555454545454545,0.0,0,1,0,1,47.71421274422168,15
Qwen2.5-Coder-32B-Instruct,2,11,96.0,96.0,8.729090909090909,14.85090909090909,0.0,0,0,1,1,45.25968221537114,16
Qwen3-32B-Non-Thinking,2,11,90.0,90.0,8.183636363636364,14.832727272727276,0.0,0,0,1,1,43.16908988087637,17
Llama-3.3-70B-Instruct,2,11,66.0,66.0,6.0,15.650000000000002,0.0,0,0,1,1,39.16668186876334,18
Mistral-Small-3.1-24B-2503,2,11,65.0,65.0,5.91090909090909,9.893636363636366,0.0,0,0,1,1,38.81368918401226,19
Qwen3-30B-Non-Thinking,2,11,65.0,65.0,5.91090909090909,9.670909090909092,0.0,0,0,1,1,38.81368918401226,20
Qwen3-8B-Non-Thinking,2,11,45.0,45.0,4.092727272727273,12.158181818181818,0.0,0,0,1,1,36.548880821642925,21
Qwen3-14B-Non-Thinking,2,11,45.0,45.0,4.090909090909091,5.4818181818181815,0.0,0,0,0,0,30.083733148475837,22
Qwen2.5-Coder-14B-Instruct,2,11,45.0,45.0,4.090909090909091,4.57909090909091,0.0,0,0,0,0,30.083733148475837,23
Mistral-Large-Instruct-2411,2,11,34.0,34.0,3.090909090909091,9.403636363636364,0.0,0,0,0,0,28.341572869730193,24
Qwen2.5-72B,2,11,25.0,25.0,2.272727272727273,4.6454545454545455,0.0,0,0,0,0,27.8189247861065,25
Qwen3-4B-Non-Thinking,2,11,22.0,22.0,2.0,1.0654545454545454,0.0,0,0,0,0,27.8189247861065,26
Llama-3.1-8B-Instruct,2,11,5.0,5.0,0.4527272727272727,8.213636363636361,0.0,0,0,0,0,25.903460605286682,27
Qwen2.5-Coder-7B-Instruct,2,11,3.0,3.0,0.2727272727272727,1.7490909090909093,0.0,0,0,0,0,25.55411642373716,28
DeepSeek-R1-Distill-Llama-8B,2,11,0.0,0.0,0.0,0.28363636363636363,0.0,0,0,0,0,25.379900395862595,29
Codestral-22B-v0.1,2,11,0.0,0.0,0.0,2.2545454545454544,0.0,0,0,0,0,25.379900395862595,30
DeepSeek-Coder-V2-Lite-Instruct,2,11,0.0,0.0,0.0,0.6927272727272727,0.0,0,0,0,0,25.379900395862595,31
DeepSeek-R1-Distill-Qwen-7B,1,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,36.12565445026178,32
