problem,model,status,score,relative_score,%test passed,time,memory
2023-sp_Two_Currencies,gpt-oss-120b_sp3,ACCEPTED,100,100.00%,100.00%,0.380,63.5
2023-sp_Festivals_in_JOI_Kingdom_2,gpt-oss-120b_sp3,RUNTIME_ERROR,0,0.00%,24.00%,0.000,0
2023-sp_Passport,gpt-oss-120b_sp3,RUNTIME_ERROR,6,6.00%,43.28%,0.420,142.5859375
2023-sp_Belt_Conveyor,gpt-oss-120b_sp3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2023-sp_Council,gpt-oss-120b_sp3,RUNTIME_ERROR,0,0.00%,45.21%,0.170,21.40625
2023-sp_Mizuyokan_2,gpt-oss-120b_sp3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2023-sp_Chorus,gpt-oss-120b_sp3,RUNTIME_ERROR,0,0.00%,6.67%,0.000,0
2023-sp_Cookies,gpt-oss-120b_sp3,RUNTIME_ERROR,13,13.00%,79.54%,0.200,458.34765625
2023-sp_Tourism,gpt-oss-120b_sp3,TIME_LIMIT_EXCEEDED,35,35.00%,88.28%,4.840,28.00390625
2023-sp_Super_Dango_Maker,gpt-oss-120b_sp3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2023-sp_Security_Guard,gpt-oss-120b_sp3,RUNTIME_ERROR,0,0.00%,5.95%,0.030,4.390625
2023-sp_Bitaro’s_travel,gpt-oss-120b_sp3,RUNTIME_ERROR,0,0.00%,14.52%,0.020,0.00390625
