problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,RUNTIME_ERROR,0,0.00%,0.00%,0.140,0.00390625,,0,0,0,0,0,0,0,0
2023-open-t3_Garden,TIME_LIMIT_EXCEEDED,0,0.00%,13.79%,2.410,21.8828125,,0,0,0,0,0,0,0,0
2023-sp_Two_Currencies,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,0.00%,13.33%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Passport,MEMORY_LIMIT_EXCEEDED,0,0.00%,26.67%,0.930,914.95703125,,0,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,TIME_LIMIT_EXCEEDED,1,1.00%,12.90%,0.220,11.96875,,1,0,0,0,0,0,0,0
2023-sp_Council,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,3.600,17.28515625,,0,0,0,0,0,0,0,0
2023-sp_Mizuyokan_2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,0.00%,6.67%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,0,0.00%,15.97%,0.150,0,,0,0,0,0,0,0,0,0
2023-sp_Tourism,RUNTIME_ERROR,0,0.00%,0.00%,0.160,5.6796875,,0,0,0,0,0,0,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Security_Guard,RUNTIME_ERROR,0,0.00%,5.95%,0.210,34.8828125,,0,0,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,TIME_LIMIT_EXCEEDED,25,25.00%,82.20%,2.400,2.84765625,,25,0,0,0,0,0,0,0
2023-ho-t2_Advertisement_2,RUNTIME_ERROR,0,0.00%,26.42%,0.160,2.328125,,0,0,0,0,0,0,0,0
2023-ho-t3_Maze,RUNTIME_ERROR,8,8.00%,43.10%,0.270,9.10546875,,8,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-ho-t5_Modern_Machine,TIME_LIMIT_EXCEEDED,3,3.00%,45.36%,2.970,1.81640625,,3,0,0,0,0,0,0,0
TOTAL,,37,,15.39%,,,0.00%,,,,,,,,
