problem_id,model,solution_file,status,score,tests_passed,execution_time,memory_usage
APIO-2023-contest-abc,Qwen2.5-Coder-14B-Instruct,abc_Qwen2.5-Coder-14B-Instruct_0.cpp,RUNTIME_ERROR,0,0.00%,0.020,5.3359375
APIO-2023-contest-abc,Qwen2.5-Coder-14B-Instruct,abc_Qwen2.5-Coder-14B-Instruct_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-abc,Qwen2.5-Coder-14B-Instruct,abc_Qwen2.5-Coder-14B-Instruct_2.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-abc,Qwen2.5-Coder-14B-Instruct,abc_Qwen2.5-Coder-14B-Instruct_3.cpp,RUNTIME_ERROR,0,0.00%,0.020,5.3359375
APIO-2023-contest-abc,Qwen2.5-Coder-14B-Instruct,abc_Qwen2.5-Coder-14B-Instruct_4.cpp,RUNTIME_ERROR,0,0.00%,0.140,12.96484375
APIO-2023-contest-abc,Qwen2.5-Coder-14B-Instruct,abc_Qwen2.5-Coder-14B-Instruct_5.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-abc,Qwen2.5-Coder-14B-Instruct,abc_Qwen2.5-Coder-14B-Instruct_6.cpp,RUNTIME_ERROR,0,0.00%,0.010,5.13671875
APIO-2023-contest-abc,Qwen2.5-Coder-14B-Instruct,abc_Qwen2.5-Coder-14B-Instruct_7.cpp,RUNTIME_ERROR,0,0.00%,0.150,12.96875
APIO-2023-contest-cyberland,Qwen2.5-Coder-14B-Instruct,cyberland_Qwen2.5-Coder-14B-Instruct_0.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen2.5-Coder-14B-Instruct,cyberland_Qwen2.5-Coder-14B-Instruct_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen2.5-Coder-14B-Instruct,cyberland_Qwen2.5-Coder-14B-Instruct_2.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen2.5-Coder-14B-Instruct,cyberland_Qwen2.5-Coder-14B-Instruct_3.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen2.5-Coder-14B-Instruct,cyberland_Qwen2.5-Coder-14B-Instruct_4.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen2.5-Coder-14B-Instruct,cyberland_Qwen2.5-Coder-14B-Instruct_5.cpp,MEMORY_LIMIT_EXCEEDED,0,1.22%,1.520,2449.734375
APIO-2023-contest-cyberland,Qwen2.5-Coder-14B-Instruct,cyberland_Qwen2.5-Coder-14B-Instruct_6.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,2.990,2456.44140625
APIO-2023-contest-cyberland,Qwen2.5-Coder-14B-Instruct,cyberland_Qwen2.5-Coder-14B-Instruct_7.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen2.5-Coder-14B-Instruct,sequence_Qwen2.5-Coder-14B-Instruct_0.cpp,TIME_LIMIT_EXCEEDED,11,44.92%,1.800,2439.41796875
APIO-2023-contest-sequence,Qwen2.5-Coder-14B-Instruct,sequence_Qwen2.5-Coder-14B-Instruct_1.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.830,2436.58203125
APIO-2023-contest-sequence,Qwen2.5-Coder-14B-Instruct,sequence_Qwen2.5-Coder-14B-Instruct_2.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.800,5.2578125
APIO-2023-contest-sequence,Qwen2.5-Coder-14B-Instruct,sequence_Qwen2.5-Coder-14B-Instruct_3.cpp,TIME_LIMIT_EXCEEDED,0,7.06%,1.800,46.80859375
APIO-2023-contest-sequence,Qwen2.5-Coder-14B-Instruct,sequence_Qwen2.5-Coder-14B-Instruct_4.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.800,7.75
APIO-2023-contest-sequence,Qwen2.5-Coder-14B-Instruct,sequence_Qwen2.5-Coder-14B-Instruct_5.cpp,TIME_LIMIT_EXCEEDED,11,44.92%,1.810,5.66796875
APIO-2023-contest-sequence,Qwen2.5-Coder-14B-Instruct,sequence_Qwen2.5-Coder-14B-Instruct_6.cpp,MEMORY_LIMIT_EXCEEDED,0,7.06%,0.840,2437.8671875
APIO-2023-contest-sequence,Qwen2.5-Coder-14B-Instruct,sequence_Qwen2.5-Coder-14B-Instruct_7.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-september,Qwen2.5-Coder-14B-Instruct,september_Qwen2.5-Coder-14B-Instruct_0.cpp,RUNTIME_ERROR,0,0.00%,0.340,12.05859375
APIO-2024-contest-september,Qwen2.5-Coder-14B-Instruct,september_Qwen2.5-Coder-14B-Instruct_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-september,Qwen2.5-Coder-14B-Instruct,september_Qwen2.5-Coder-14B-Instruct_2.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.170,11.734375
APIO-2024-contest-september,Qwen2.5-Coder-14B-Instruct,september_Qwen2.5-Coder-14B-Instruct_3.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-september,Qwen2.5-Coder-14B-Instruct,september_Qwen2.5-Coder-14B-Instruct_4.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-september,Qwen2.5-Coder-14B-Instruct,september_Qwen2.5-Coder-14B-Instruct_5.cpp,RUNTIME_ERROR,0,4.69%,0.280,13.640625
APIO-2024-contest-september,Qwen2.5-Coder-14B-Instruct,september_Qwen2.5-Coder-14B-Instruct_6.cpp,RUNTIME_ERROR,0,0.00%,0.360,22.50390625
APIO-2024-contest-september,Qwen2.5-Coder-14B-Instruct,september_Qwen2.5-Coder-14B-Instruct_7.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-14B-Instruct,show_Qwen2.5-Coder-14B-Instruct_0.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-14B-Instruct,show_Qwen2.5-Coder-14B-Instruct_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-14B-Instruct,show_Qwen2.5-Coder-14B-Instruct_2.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-14B-Instruct,show_Qwen2.5-Coder-14B-Instruct_3.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-14B-Instruct,show_Qwen2.5-Coder-14B-Instruct_4.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-14B-Instruct,show_Qwen2.5-Coder-14B-Instruct_5.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-14B-Instruct,show_Qwen2.5-Coder-14B-Instruct_6.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-14B-Instruct,show_Qwen2.5-Coder-14B-Instruct_7.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,Qwen2.5-Coder-14B-Instruct,train_Qwen2.5-Coder-14B-Instruct_0.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,Qwen2.5-Coder-14B-Instruct,train_Qwen2.5-Coder-14B-Instruct_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,Qwen2.5-Coder-14B-Instruct,train_Qwen2.5-Coder-14B-Instruct_2.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.170,7.87109375
APIO-2024-contest-train,Qwen2.5-Coder-14B-Instruct,train_Qwen2.5-Coder-14B-Instruct_3.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,Qwen2.5-Coder-14B-Instruct,train_Qwen2.5-Coder-14B-Instruct_4.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,Qwen2.5-Coder-14B-Instruct,train_Qwen2.5-Coder-14B-Instruct_5.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,Qwen2.5-Coder-14B-Instruct,train_Qwen2.5-Coder-14B-Instruct_6.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,Qwen2.5-Coder-14B-Instruct,train_Qwen2.5-Coder-14B-Instruct_7.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
BOI-2023-contest-astronomer,Qwen2.5-Coder-14B-Instruct,astronomer_Qwen2.5-Coder-14B-Instruct_0.cpp,RUNTIME_ERROR,8,23.72%,0.040,0.00390625
BOI-2023-contest-astronomer,Qwen2.5-Coder-14B-Instruct,astronomer_Qwen2.5-Coder-14B-Instruct_1.cpp,RUNTIME_ERROR,0,0.00%,0.020,0.00390625
BOI-2023-contest-astronomer,Qwen2.5-Coder-14B-Instruct,astronomer_Qwen2.5-Coder-14B-Instruct_2.cpp,RUNTIME_ERROR,0,0.70%,0.000,0
BOI-2023-contest-astronomer,Qwen2.5-Coder-14B-Instruct,astronomer_Qwen2.5-Coder-14B-Instruct_3.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,5.520,0.00390625
BOI-2023-contest-astronomer,Qwen2.5-Coder-14B-Instruct,astronomer_Qwen2.5-Coder-14B-Instruct_4.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
