problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,100.00%,0.230,5.16796875,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.050,2.5859375,,5,5,2,3,0,0,0
s3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,0.00%,0.080,16.0625,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,0.00%,12.39%,0.040,2.84765625,,0,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,1.080,107.765625,,5,5,7,8,0,0,0
d1p2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,1,4.00%,5.13%,0.150,37.9609375,,1,0,0,0,0,0,0
d2p1,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p2,TIME_LIMIT_EXCEEDED,0,0.00%,1.68%,4.810,5.1640625,,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,6.90%,4.810,45.375,,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.040,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.070,2.328125,,6,7,2,0,0,0,0
j4,RUNTIME_ERROR,6,40.00%,61.29%,0.060,2.3359375,,3,3,0,0,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.050,1.5546875,,1,4,5,5,0,0,0
TOTAL,,107,,45.83%,,,40.00%,,,,,,,
