problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,ACCEPTED,15,100.00%,0.050,2.84765625,,3,3,5,4,0,0,0,0
s2,ACCEPTED,15,100.00%,0.090,96.94921875,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,2,13.10%,0.030,5.1640625,,2,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,1.47%,0.030,32.234375,,0,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,3,28.12%,1.670,5.84375,,3,0,0,0,0,0,0,0
d1p1,RUNTIME_ERROR,0,0.00%,0.060,8.51953125,,0,0,0,0,0,0,0,0
d1p2,RUNTIME_ERROR,0,1.90%,0.070,12.8984375,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,4.81%,0.090,9.03125,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,29.46%,0.020,1.67578125,,1,0,0,0,0,0,0,0
d2p2,MEMORY_LIMIT_EXCEEDED,0,7.03%,0.270,693.265625,,0,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,35.85%,1.110,15.359375,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,ACCEPTED,15,100.00%,0.070,2.84765625,,3,3,5,4,0,0,0,0
j5,ACCEPTED,15,100.00%,0.000,0,,2,2,2,9,0,0,0,0
TOTAL,,111,51.36%,,,43.75%,,,,,,,,
