problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
eurokod,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
vrsar,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
milano,RUNTIME_ERROR,0,0.00%,9.52%,0.100,6.171875,,0,0,0,0,0
restorani,RUNTIME_ERROR,0,0.00%,0.68%,0.220,21.1484375,,0,0,0,0,0
cesta,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
zlagalica,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
bitovi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
piratski,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.00%,0.060,1.81640625,,0,0,0,0,0
rolete,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
trokut,RUNTIME_ERROR,0,0.00%,0.00%,0.060,0.00390625,,0,0,0,0,0
bingo,ACCEPTED,50,100.00%,100.00%,0.000,0,,12,22,16,0,0
knjige,RUNTIME_ERROR,7,10.00%,25.00%,0.100,2.07421875,,7,0,0,0,0
lepeze,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
putovanje,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
roboti,MEMORY_LIMIT_EXCEEDED,0,0.00%,2.27%,0.890,577.765625,,0,0,0,0,0
pahuljice,ACCEPTED,50,100.00%,100.00%,0.060,0,,11,11,28,0,0
pingvin,ACCEPTED,70,100.00%,100.00%,0.080,3.87109375,,7,16,22,25,0
dizalo,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
kuglice,RUNTIME_ERROR,0,0.00%,5.41%,0.000,0,,0,0,0,0,0
zatopljenje,TIME_LIMIT_EXCEEDED,10,9.09%,42.50%,2.410,12.90234375,,10,0,0,0,0
sudoku,RUNTIME_ERROR,0,0.00%,45.71%,0.000,0,,0,0,0,0,0
labirint,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
an2dl,TIME_LIMIT_EXCEEDED,29,26.36%,83.33%,4.810,67.04296875,,12,17,0,0,0
kocke,RUNTIME_ERROR,0,0.00%,3.33%,0.060,0,,0,0,0,0,0
mostovi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
TOTAL,,216,,20.71%,,,12.00%,,,,,
