problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,0.230,5.16796875,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,0.020,2.5859375,,5,5,2,3,0,0,0
s3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,0.080,14.95703125,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,12.39%,0.030,2.84765625,,0,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,1.540,107.76953125,,5,5,7,8,0,0,0
d1p2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,1,5.13%,0.190,37.9609375,,1,0,0,0,0,0,0
d2p1,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p2,TIME_LIMIT_EXCEEDED,0,1.68%,4.410,5.1640625,,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,6.90%,4.430,45.1171875,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.020,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.060,2.328125,,6,7,2,0,0,0,0
j4,RUNTIME_ERROR,6,61.29%,0.040,2.56640625,,3,3,0,0,0,0,0
j5,ACCEPTED,15,100.00%,0.030,1.5546875,,1,4,5,5,0,0,0
TOTAL,,122,49.21%,,,43.75%,,,,,,,
