problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2024-open-t1_Examination_2,TIME_LIMIT_EXCEEDED,20,20.00%,63.06%,2.450,74.8046875,,0,20,0,0,0,0,0,0
2024-open-t2_Heat_Stroke,RUNTIME_ERROR,6,6.00%,36.57%,0.160,1.55859375,,6,0,0,0,0,0,0,0
2024-open-t3_Library_3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Fish_3,ACCEPTED,100,100.00%,100.00%,0.350,36.515625,,9,7,28,20,36,0,0,0
2024-sp_Ski_2,RUNTIME_ERROR,0,0.00%,0.00%,0.160,0.00390625,,0,0,0,0,0,0,0,0
2024-sp_Spy_3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Board_Game,RUNTIME_ERROR,17,17.00%,36.04%,0.180,6.703125,,3,7,7,0,0,0,0,0
2024-sp_Tricolor_Lights,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Growing_Vegetables_is_Fun_5,TIME_LIMIT_EXCEEDED,0,0.00%,21.21%,5.990,21.921875,,0,0,0,0,0,0,0,0
2024-sp_Card_Collection,RUNTIME_ERROR,0,0.00%,16.67%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_JOI_Tour,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Tower,RUNTIME_ERROR,0,0.00%,0.00%,0.170,3.1015625,,0,0,0,0,0,0,0,0
2024-sp_Escape_Route_2,TIME_LIMIT_EXCEEDED,0,0.00%,4.59%,2.470,8.36328125,,0,0,0,0,0,0,0,0
2024-sp_Island_Hopping,RUNTIME_ERROR,20,20.00%,13.79%,0.160,1.48828125,,0,0,7,0,13,0,0,0
2024-sp_Table_Tennis,ACCEPTED,100,100.00%,100.00%,0.270,25.53515625,,5,4,23,30,15,23,0,0
2024-ho-t1_Room_Temperature,ACCEPTED,100,100.00%,100.00%,0.220,5.16796875,,15,5,30,35,15,0,0,0
2024-ho-t2_Construction_Project_2,ACCEPTED,100,100.00%,100.00%,0.380,32.74609375,,8,16,29,47,0,0,0,0
2024-ho-t3_Marathon_Race_2,RUNTIME_ERROR,7,7.00%,58.82%,0.160,0,,7,0,0,0,0,0,0,0
2024-ho-t4_Gift_Exchange,RUNTIME_ERROR,0,0.00%,4.10%,0.000,0,,0,0,0,0,0,0,0,0
2024-ho-t5_Road_Service_2,RUNTIME_ERROR,0,0.00%,6.40%,0.320,110.26171875,,0,0,0,0,0,0,0,0
TOTAL,,470,,33.06%,,,20.00%,,,,,,,,
