problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
eurokod,RUNTIME_ERROR,17,33.33%,0.000,0,,17,0,0,0,0
vrsar,TIME_LIMIT_EXCEEDED,17,18.75%,1.150,5.1640625,,0,17,0,0,0
milano,RUNTIME_ERROR,0,9.52%,0.160,2.84765625,,0,0,0,0,0
restorani,RUNTIME_ERROR,0,0.68%,0.160,66.2890625,,0,0,0,0,0
cesta,RUNTIME_ERROR,0,0.00%,0.010,7.7421875,,0,0,0,0,0
zlagalica,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
bitovi,RUNTIME_ERROR,0,0.00%,0.060,1.55078125,,0,0,0,0,0
piratski,WRONG_ANSWER,0,0.00%,0.040,1.55859375,,0,0,0,0,0
rolete,TIME_LIMIT_EXCEEDED,0,0.00%,2.210,2.890625,,0,0,0,0,0
trokut,RUNTIME_ERROR,0,0.00%,0.060,0.00390625,,0,0,0,0,0
bingo,ACCEPTED,50,100.00%,0.000,0,,12,22,16,0,0
knjige,RUNTIME_ERROR,7,25.00%,0.070,2.7890625,,7,0,0,0,0
lepeze,RUNTIME_ERROR,0,1.92%,0.000,0,,0,0,0,0,0
putovanje,TIME_LIMIT_EXCEEDED,45,46.76%,2.230,4.64453125,,10,0,35,0,0
roboti,RUNTIME_ERROR,0,4.55%,1.480,1.8125,,0,0,0,0,0
pahuljice,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
pingvin,RUNTIME_ERROR,23,46.88%,0.070,2.8359375,,7,16,0,0,0
dizalo,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
kuglice,RUNTIME_ERROR,0,8.11%,0.060,0.00390625,,0,0,0,0,0
zatopljenje,TIME_LIMIT_EXCEEDED,10,42.50%,2.230,2.7890625,,10,0,0,0,0
sudoku,RUNTIME_ERROR,0,45.71%,0.000,0,,0,0,0,0,0
labirint,ACCEPTED,70,100.00%,1.070,2.79296875,,11,13,24,22,0
an2dl,ACCEPTED,110,100.00%,1.100,99.0078125,,12,17,25,56,0
kocke,RUNTIME_ERROR,0,13.33%,0.000,0,,0,0,0,0,0
mostovi,RUNTIME_ERROR,0,0.00%,0.080,6.5078125,,0,0,0,0,0
TOTAL,,349,23.88%,,,12.00%,,,,,
