problem_id,model,solution_file,status,score,relative_score,tests_passed,execution_time,memory_usage
APIO-2023-contest-abc,Qwen3-30B-Non-Thinking,abc_Qwen3-30B-Non-Thinking_0.cpp,RUNTIME_ERROR,4,4.00%,16.00%,0.180,13.265625
APIO-2023-contest-abc,Qwen3-30B-Non-Thinking,abc_Qwen3-30B-Non-Thinking_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-abc,Qwen3-30B-Non-Thinking,abc_Qwen3-30B-Non-Thinking_2.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-abc,Qwen3-30B-Non-Thinking,abc_Qwen3-30B-Non-Thinking_3.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-abc,Qwen3-30B-Non-Thinking,abc_Qwen3-30B-Non-Thinking_4.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-abc,Qwen3-30B-Non-Thinking,abc_Qwen3-30B-Non-Thinking_5.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-abc,Qwen3-30B-Non-Thinking,abc_Qwen3-30B-Non-Thinking_6.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-abc,Qwen3-30B-Non-Thinking,abc_Qwen3-30B-Non-Thinking_7.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.080,5.796875
APIO-2023-contest-cyberland,Qwen3-30B-Non-Thinking,cyberland_Qwen3-30B-Non-Thinking_0.cpp,UNKNOWN,0,0.00%,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen3-30B-Non-Thinking,cyberland_Qwen3-30B-Non-Thinking_1.cpp,UNKNOWN,0,0.00%,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen3-30B-Non-Thinking,cyberland_Qwen3-30B-Non-Thinking_2.cpp,UNKNOWN,0,0.00%,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen3-30B-Non-Thinking,cyberland_Qwen3-30B-Non-Thinking_3.cpp,UNKNOWN,0,0.00%,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen3-30B-Non-Thinking,cyberland_Qwen3-30B-Non-Thinking_4.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,2.44%,3.020,2367.2734375
APIO-2023-contest-cyberland,Qwen3-30B-Non-Thinking,cyberland_Qwen3-30B-Non-Thinking_5.cpp,MEMORY_LIMIT_EXCEEDED,20,20.00%,24.39%,1.060,2433.49609375
APIO-2023-contest-cyberland,Qwen3-30B-Non-Thinking,cyberland_Qwen3-30B-Non-Thinking_6.cpp,MEMORY_LIMIT_EXCEEDED,20,20.00%,24.39%,1.780,2254.828125
APIO-2023-contest-cyberland,Qwen3-30B-Non-Thinking,cyberland_Qwen3-30B-Non-Thinking_7.cpp,UNKNOWN,0,0.00%,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen3-30B-Non-Thinking,sequence_Qwen3-30B-Non-Thinking_0.cpp,RUNTIME_ERROR,0,0.00%,2.47%,0.260,46.7890625
APIO-2023-contest-sequence,Qwen3-30B-Non-Thinking,sequence_Qwen3-30B-Non-Thinking_1.cpp,RUNTIME_ERROR,0,0.00%,2.47%,0.200,24.796875
APIO-2023-contest-sequence,Qwen3-30B-Non-Thinking,sequence_Qwen3-30B-Non-Thinking_2.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,16.85%,1.810,45.23828125
APIO-2023-contest-sequence,Qwen3-30B-Non-Thinking,sequence_Qwen3-30B-Non-Thinking_3.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen3-30B-Non-Thinking,sequence_Qwen3-30B-Non-Thinking_4.cpp,RUNTIME_ERROR,0,0.00%,13.48%,0.420,58.0234375
APIO-2023-contest-sequence,Qwen3-30B-Non-Thinking,sequence_Qwen3-30B-Non-Thinking_5.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,7.06%,1.860,46.7890625
APIO-2023-contest-sequence,Qwen3-30B-Non-Thinking,sequence_Qwen3-30B-Non-Thinking_6.cpp,RUNTIME_ERROR,0,0.00%,1.23%,0.220,46.5546875
APIO-2023-contest-sequence,Qwen3-30B-Non-Thinking,sequence_Qwen3-30B-Non-Thinking_7.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,7.06%,1.810,58.0234375
APIO-2024-contest-september,Qwen3-30B-Non-Thinking,september_Qwen3-30B-Non-Thinking_0.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.250,10.1796875
APIO-2024-contest-september,Qwen3-30B-Non-Thinking,september_Qwen3-30B-Non-Thinking_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-september,Qwen3-30B-Non-Thinking,september_Qwen3-30B-Non-Thinking_2.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-september,Qwen3-30B-Non-Thinking,september_Qwen3-30B-Non-Thinking_3.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.300,11.6328125
APIO-2024-contest-september,Qwen3-30B-Non-Thinking,september_Qwen3-30B-Non-Thinking_4.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.260,10.98828125
APIO-2024-contest-september,Qwen3-30B-Non-Thinking,september_Qwen3-30B-Non-Thinking_5.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.290,10.24609375
APIO-2024-contest-september,Qwen3-30B-Non-Thinking,september_Qwen3-30B-Non-Thinking_6.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-september,Qwen3-30B-Non-Thinking,september_Qwen3-30B-Non-Thinking_7.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.270,8.97265625
APIO-2024-contest-show,Qwen3-30B-Non-Thinking,show_Qwen3-30B-Non-Thinking_0.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-30B-Non-Thinking,show_Qwen3-30B-Non-Thinking_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-30B-Non-Thinking,show_Qwen3-30B-Non-Thinking_2.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-30B-Non-Thinking,show_Qwen3-30B-Non-Thinking_3.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-30B-Non-Thinking,show_Qwen3-30B-Non-Thinking_4.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-30B-Non-Thinking,show_Qwen3-30B-Non-Thinking_5.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-30B-Non-Thinking,show_Qwen3-30B-Non-Thinking_6.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-30B-Non-Thinking,show_Qwen3-30B-Non-Thinking_7.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-train,Qwen3-30B-Non-Thinking,train_Qwen3-30B-Non-Thinking_0.cpp,RUNTIME_ERROR,5,5.00%,17.86%,0.200,10.890625
