competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,Qwen3-30B-Non-Thinking,8712,16.04%,0.70,66.83,4.10%
APIO-2023,Qwen3-30B-Non-Thinking,24,19.08%,1.02,830.67,0.00%
APIO-2024,Qwen3-30B-Non-Thinking,5,5.95%,0.07,3.63,0.00%
BOI-2023,Qwen3-30B-Non-Thinking,11,15.75%,1.01,3.35,0.00%
BOI-2024,Qwen3-30B-Non-Thinking,21,20.71%,0.41,1.85,0.00%
BOI-2025,Qwen3-30B-Non-Thinking,0,4.47%,0.39,33.55,0.00%
CCO-2023,Qwen3-30B-Non-Thinking,54,31.10%,0.29,117.54,13.33%
CCO-2024,Qwen3-30B-Non-Thinking,98,41.58%,0.66,84.08,37.50%
CEOI-2023,Qwen3-30B-Non-Thinking,0,4.33%,1.49,45.57,0.00%
CEOI-2024,Qwen3-30B-Non-Thinking,24,20.60%,0.85,86.50,0.00%
COCI-2023,Qwen3-30B-Non-Thinking,380,24.03%,0.25,27.95,12.00%
COCI-2024,Qwen3-30B-Non-Thinking,379,25.31%,0.30,56.71,16.00%
COCI-2025,Qwen3-30B-Non-Thinking,358,26.87%,0.44,3.13,16.00%
EGOI-2023,Qwen3-30B-Non-Thinking,25,9.99%,0.51,4.88,0.00%
EGOI-2024,Qwen3-30B-Non-Thinking,36,23.32%,0.92,10.61,0.00%
EJOI-2023,Qwen3-30B-Non-Thinking,5,5.74%,0.41,11.37,0.00%
EJOI-2024,Qwen3-30B-Non-Thinking,0,5.18%,1.02,1.43,0.00%
IATI-2024,Qwen3-30B-Non-Thinking,65,9.67%,0.25,5.18,0.00%
IOI-2023,Qwen3-30B-Non-Thinking,69,21.66%,0.90,272.01,0.00%
IOI-2024,Qwen3-30B-Non-Thinking,42,15.82%,0.59,412.50,0.00%
JOI-2023,Qwen3-30B-Non-Thinking,13,10.15%,0.33,2.23,0.00%
JOI-2024,Qwen3-30B-Non-Thinking,17,6.54%,0.08,1.95,0.00%
JOI-2025,Qwen3-30B-Non-Thinking,31,21.21%,1.61,10.13,0.00%
NOINordic-2023,Qwen3-30B-Non-Thinking,0,0.00%,0.00,0.00,0.00%
NOINordic-2024,Qwen3-30B-Non-Thinking,4,18.37%,0.46,1.05,0.00%
NOINordic-2025,Qwen3-30B-Non-Thinking,24,15.71%,3.77,13.41,0.00%
OOI-2023,Qwen3-30B-Non-Thinking,312,24.02%,0.43,24.84,5.88%
OOI-2024,Qwen3-30B-Non-Thinking,268,24.01%,1.00,14.08,11.76%
RMI-2023,Qwen3-30B-Non-Thinking,4,7.70%,0.30,3.10,0.00%
RMI-2024,Qwen3-30B-Non-Thinking,2,4.79%,0.32,20.46,0.00%
USACO-2023,Qwen3-30B-Non-Thinking,3787,25.76%,0.80,5.85,14.58%
USACO-2024,Qwen3-30B-Non-Thinking,2008,15.47%,0.77,14.40,4.17%
USACO-2025,Qwen3-30B-Non-Thinking,646,8.35%,0.80,14.65,0.00%
