problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
eurokod,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
vrsar,RUNTIME_ERROR,0,0.00%,0.00%,0.070,5.1640625,,0,0,0,0,0
milano,RUNTIME_ERROR,0,0.00%,9.52%,0.150,7.6640625,,0,0,0,0,0
restorani,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
cesta,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
zlagalica,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
bitovi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
piratski,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
rolete,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
trokut,RUNTIME_ERROR,0,0.00%,0.00%,0.050,0.00390625,,0,0,0,0,0
bingo,ACCEPTED,50,100.00%,100.00%,0.000,0,,12,22,16,0,0
knjige,RUNTIME_ERROR,7,10.00%,25.00%,0.100,2.84765625,,7,0,0,0,0
lepeze,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
putovanje,TIME_LIMIT_EXCEEDED,45,40.91%,46.76%,2.410,4.6484375,,10,0,35,0,0
roboti,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
pahuljice,ACCEPTED,50,100.00%,100.00%,0.000,0,,11,11,28,0,0
pingvin,ACCEPTED,70,100.00%,100.00%,0.100,3.36328125,,7,16,22,25,0
dizalo,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,3.600,2.58984375,,0,0,0,0,0
kuglice,RUNTIME_ERROR,0,0.00%,5.41%,0.050,0.00390625,,0,0,0,0,0
zatopljenje,TIME_LIMIT_EXCEEDED,10,9.09%,42.50%,2.410,2.07421875,,10,0,0,0,0
sudoku,RUNTIME_ERROR,0,0.00%,45.71%,0.000,0,,0,0,0,0,0
labirint,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
an2dl,RUNTIME_ERROR,12,10.91%,20.83%,0.470,50.60546875,,12,0,0,0,0
kocke,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
mostovi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
TOTAL,,244,,19.83%,,,12.00%,,,,,
