problem,status,score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
2023-open-t1_Ancient_Machine_2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,RUNTIME_ERROR,0,0.00%,0.120,0,,0,0,0,0,0,0,0
2023-open-t3_Garden,RUNTIME_ERROR,0,9.52%,0.170,5.16796875,,0,0,0,0,0,0,0
2023-sp_Two_Currencies,RUNTIME_ERROR,0,0.00%,0.120,8.0,,0,0,0,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Passport,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Council,RUNTIME_ERROR,0,13.91%,0.260,18.57421875,,0,0,0,0,0,0,0
2023-sp_Mizuyokan_2,RUNTIME_ERROR,0,0.00%,0.180,4.90625,,0,0,0,0,0,0,0
2023-sp_Chorus,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,0,15.97%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Tourism,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Security_Guard,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Bitaro’s_travel,TIME_LIMIT_EXCEEDED,5,56.82%,2.380,3.1015625,,5,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,RUNTIME_ERROR,0,32.10%,0.000,0,,0,0,0,0,0,0,0
2023-ho-t2_Advertisement_2,TIME_LIMIT_EXCEEDED,0,4.26%,2.230,2.328125,,0,0,0,0,0,0,0
2023-ho-t3_Maze,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-ho-t5_Modern_Machine,TIME_LIMIT_EXCEEDED,3,45.36%,2.820,2.90234375,,3,0,0,0,0,0,0
TOTAL,,8,8.90%,,,0.00%,,,,,,,
