problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,ACCEPTED,15,100.00%,100.00%,0.080,2.9921875,,3,3,5,4,0,0,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.060,1.55859375,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,2,13.33%,10.71%,0.050,0.00390625,,2,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,3,20.00%,20.59%,0.240,32.23046875,,3,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,4,26.67%,54.69%,1.830,2.0859375,,0,4,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,0.100,20.37890625,,3,3,4,4,4,7,0,0
d1p2,RUNTIME_ERROR,0,0.00%,1.90%,0.100,31.98046875,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,4.81%,0.080,16.86328125,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,9,36.00%,55.36%,0.040,2.234375,,1,3,0,5,0,0,0,0
d2p2,RUNTIME_ERROR,2,8.00%,9.38%,0.110,17.52734375,,2,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,15.09%,1.220,2.84765625,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,40.00%,52.50%,0.040,0,,3,3,0,0,0,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.050,0.00390625,,2,2,2,9,0,0,0,0
TOTAL,,141,,57.81%,,,43.75%,,,,,,,,
