problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
eurokod,ACCEPTED,50,100.00%,100.00%,0.000,0,,17,19,14,0,0
vrsar,ACCEPTED,70,100.00%,100.00%,0.060,7.2265625,,8,17,19,26,0
milano,ACCEPTED,110,100.00%,100.00%,0.040,3.62109375,,21,18,31,40,0
restorani,RUNTIME_ERROR,0,0.00%,1.37%,0.110,26.56640625,,0,0,0,0,0
cesta,ACCEPTED,110,100.00%,100.00%,0.840,139.515625,,10,30,30,40,0
zlagalica,ACCEPTED,50,100.00%,100.00%,0.000,0,,17,12,12,9,0
bitovi,RUNTIME_ERROR,0,0.00%,0.00%,0.010,1.5546875,,0,0,0,0,0
piratski,ACCEPTED,110,100.00%,100.00%,0.020,1.5546875,,20,40,50,0,0
rolete,ACCEPTED,110,100.00%,100.00%,0.040,4.39453125,,16,26,32,36,0
trokut,RUNTIME_ERROR,0,0.00%,0.00%,0.010,0.00390625,,0,0,0,0,0
bingo,ACCEPTED,50,100.00%,100.00%,0.010,0,,12,22,16,0,0
knjige,ACCEPTED,70,100.00%,100.00%,0.020,4.39453125,,7,27,36,0,0
lepeze,ACCEPTED,110,100.00%,100.00%,0.360,6.7109375,,12,16,30,12,40
putovanje,TIME_LIMIT_EXCEEDED,65,59.09%,68.35%,2.410,5.41796875,,10,20,35,0,0
roboti,TIME_LIMIT_EXCEEDED,10,9.09%,34.09%,2.410,14.06640625,,10,0,0,0,0
pahuljice,ACCEPTED,50,100.00%,100.00%,0.000,0,,11,11,28,0,0
pingvin,ACCEPTED,70,100.00%,100.00%,0.020,6.19140625,,7,16,22,25,0
dizalo,TIME_LIMIT_EXCEEDED,29,26.36%,26.32%,3.610,4.00390625,,0,0,29,0,0
kuglice,ACCEPTED,110,100.00%,100.00%,0.040,18.57421875,,17,10,26,15,42
zatopljenje,ACCEPTED,110,100.00%,100.00%,0.120,12.37890625,,10,20,20,60,0
sudoku,ACCEPTED,50,100.00%,100.00%,0.010,0,,11,12,13,14,0
labirint,ACCEPTED,70,100.00%,100.00%,0.010,2.06640625,,11,13,24,22,0
an2dl,ACCEPTED,110,100.00%,100.00%,1.100,99.0078125,,12,17,25,56,0
kocke,RUNTIME_ERROR,0,0.00%,13.33%,0.000,0,,0,0,0,0,0
mostovi,RUNTIME_ERROR,0,0.00%,0.00%,0.030,6.7109375,,0,0,0,0,0
TOTAL,,1514,,73.74%,,,68.00%,,,,,
