problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
eurokod,ACCEPTED,50,100.00%,0.000,0,,17,19,14,0,0
vrsar,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
milano,TIME_LIMIT_EXCEEDED,52,42.86%,1.220,3.62109375,,21,0,31,0,0
restorani,RUNTIME_ERROR,0,0.68%,0.130,74.46484375,,0,0,0,0,0
cesta,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
zlagalica,RUNTIME_ERROR,12,25.00%,0.020,0,,0,12,0,0,0
bitovi,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
piratski,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
rolete,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
trokut,RUNTIME_ERROR,0,0.00%,0.020,0.00390625,,0,0,0,0,0
bingo,ACCEPTED,50,100.00%,0.000,0,,12,22,16,0,0
knjige,ACCEPTED,70,100.00%,0.040,2.84765625,,7,27,36,0,0
lepeze,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
putovanje,TIME_LIMIT_EXCEEDED,65,68.35%,2.410,5.2890625,,10,20,35,0,0
roboti,RUNTIME_ERROR,10,13.64%,0.090,2.6171875,,10,0,0,0,0
pahuljice,ACCEPTED,50,100.00%,0.020,0,,11,11,28,0,0
pingvin,ACCEPTED,70,100.00%,0.040,6.44921875,,7,16,22,25,0
dizalo,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
kuglice,RUNTIME_ERROR,0,8.11%,0.060,36.1015625,,0,0,0,0,0
zatopljenje,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0
sudoku,ACCEPTED,50,100.00%,0.000,0,,11,12,13,14,0
labirint,ACCEPTED,70,100.00%,0.290,2.921875,,11,13,24,22,0
an2dl,ACCEPTED,110,100.00%,1.200,99.00390625,,12,17,25,56,0
kocke,TIME_LIMIT_EXCEEDED,0,13.33%,2.410,1.55859375,,0,0,0,0,0
mostovi,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
TOTAL,,659,38.88%,,,32.00%,,,,,
