problem,status,score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-open-t3_Garden,ACCEPTED,100,100.00%,0.640,54.921875,,15,6,8,16,30,25,0,0
2023-sp_Two_Currencies,ACCEPTED,100,100.00%,0.410,62.95703125,,10,28,30,32,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,6,47.14%,0.080,8.7734375,,6,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,TIME_LIMIT_EXCEEDED,0,0.00%,0.020,4.16015625,,0,0,0,0,0,0,0,0
2023-sp_Council,RUNTIME_ERROR,0,51.70%,0.290,9.29296875,,0,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,13,74.28%,0.050,1.55078125,,6,7,0,0,0,0,0,0
2023-sp_Tourism,TIME_LIMIT_EXCEEDED,28,81.66%,4.810,38.2734375,,5,5,0,18,0,0,0,0
2023-sp_Super_Dango_Maker,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Security_Guard,MEMORY_LIMIT_EXCEEDED,0,5.95%,1.060,554.0859375,,0,0,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,ACCEPTED,100,100.00%,0.060,16.76171875,,25,35,40,0,0,0,0,0
2023-ho-t2_Advertisement_2,ACCEPTED,100,100.00%,0.130,9.03125,,10,23,36,31,0,0,0,0
2023-ho-t3_Maze,RUNTIME_ERROR,8,43.10%,0.060,8.76953125,,8,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.050,0.00390625,,0,0,0,0,0,0,0,0
2023-ho-t5_Modern_Machine,TIME_LIMIT_EXCEEDED,3,45.36%,2.980,2.83984375,,3,0,0,0,0,0,0,0
TOTAL,,458,49.95%,,,26.67%,,,,,,,,
