problem,model,status,score,%test passed,time,memory
2024-sp_Fish_3,seed-oss_2048,RUNTIME_ERROR,0,9.21%,0.100,10.58203125
2024-sp_Ski_2,seed-oss_2048,RUNTIME_ERROR,0,0.00%,0.050,0
2024-sp_Spy_3,seed-oss_2048,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Board_Game,seed-oss_2048,RUNTIME_ERROR,0,5.66%,0.060,7.73828125
2024-sp_Tricolor_Lights,seed-oss_2048,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Growing_Vegetables_is_Fun_5,seed-oss_2048,RUNTIME_ERROR,0,0.00%,0.000,0
2024-sp_Card_Collection,seed-oss_2048,RUNTIME_ERROR,0,6.06%,0.050,0
2024-sp_JOI_Tour,seed-oss_2048,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Tower,seed-oss_2048,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Escape_Route_2,seed-oss_2048,RUNTIME_ERROR,0,4.59%,0.080,3.6171875
2024-sp_Island_Hopping,seed-oss_2048,RUNTIME_ERROR,2,4.31%,0.050,1.54296875
2024-sp_Table_Tennis,seed-oss_2048,RUNTIME_ERROR,0,10.26%,0.110,4.6484375
