problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
estimathon,ACCEPTED,50,100.00%,100.00%,0.000,0,,11,39,0,0,0
dirigent,TIME_LIMIT_EXCEEDED,35,50.00%,60.71%,1.230,1.61328125,,15,20,0,0,0
baltazar,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
bomboni,MEMORY_LIMIT_EXCEEDED,0,0.00%,4.00%,0.290,585.7578125,,0,0,0,0,0
skrivaca,RUNTIME_ERROR,0,0.00%,0.00%,0.140,16.26953125,,0,0,0,0,0
kalendar,ACCEPTED,50,100.00%,100.00%,0.000,0,,7,19,24,0,0
diskurs,TIME_LIMIT_EXCEEDED,20,28.57%,22.00%,2.410,1.81640625,,20,0,0,0,0
logaritam,RUNTIME_ERROR,0,0.00%,0.00%,0.060,0.00390625,,0,0,0,0,0
slasticarnica,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
zastave,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
7krokods,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
zrinka,RUNTIME_ERROR,15,21.43%,20.00%,0.040,0,,15,0,0,0,0
bojanje,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
mreza,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
vrsta,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
tramvaji,RUNTIME_ERROR,25,50.00%,65.00%,0.050,0.00390625,,0,0,25,0,0
ekspert,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
lampice,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
prijateljice,ACCEPTED,110,100.00%,100.00%,0.100,16.50390625,,20,30,60,0,0
desniklik,ACCEPTED,50,100.00%,100.00%,0.000,0,,5,15,30,0,0
cokolade,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
berilij,RUNTIME_ERROR,0,0.00%,2.27%,0.200,21.91796875,,0,0,0,0,0
iksevi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
neboderi,TIME_LIMIT_EXCEEDED,33,30.00%,38.89%,2.990,132.0078125,,11,22,0,0,0
TOTAL,,388,,25.54%,,,16.67%,,,,,
