problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2024-open-t1_Examination_2,ACCEPTED,100,100.00%,100.00%,0.510,982.59765625,,5,20,10,6,12,20,27,0
2024-open-t2_Heat_Stroke,RUNTIME_ERROR,6,6.00%,36.57%,0.020,1.55859375,,6,0,0,0,0,0,0,0
2024-open-t3_Library_3,RUNTIME_ERROR,0,0.00%,18.37%,0.010,1.48828125,,0,0,0,0,0,0,0,0
2024-sp_Fish_3,ACCEPTED,100,100.00%,100.00%,0.190,34.5546875,,9,7,28,20,36,0,0,0
2024-sp_Ski_2,TIME_LIMIT_EXCEEDED,0,0.00%,29.20%,2.410,218.6328125,,0,0,0,0,0,0,0,0
2024-sp_Board_Game,RUNTIME_ERROR,17,17.00%,38.61%,3.160,773.7734375,,3,7,7,0,0,0,0,0
2024-sp_Growing_Vegetables_is_Fun_5,TIME_LIMIT_EXCEEDED,30,30.00%,76.69%,5.980,14.9609375,,4,5,21,0,0,0,0,0
2024-sp_Card_Collection,RUNTIME_ERROR,0,0.00%,16.67%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_JOI_Tour,TIME_LIMIT_EXCEEDED,52,52.00%,55.41%,3.600,31.45703125,,6,8,6,16,16,0,0,0
2024-sp_Tower,RUNTIME_ERROR,5,5.00%,52.63%,0.050,12.125,,5,0,0,0,0,0,0,0
2024-sp_Escape_Route_2,TIME_LIMIT_EXCEEDED,0,0.00%,4.59%,2.410,4.1328125,,0,0,0,0,0,0,0,0
2024-sp_Island_Hopping,RUNTIME_ERROR,72,72.00%,70.69%,0.020,1.55078125,,2,4,7,9,13,15,22,0
2024-sp_Table_Tennis,RUNTIME_ERROR,77,77.00%,93.71%,0.160,6.1953125,,5,4,23,30,15,0,0,0
2024-ho-t2_Construction_Project_2,ACCEPTED,100,100.00%,100.00%,0.400,151.16015625,,8,16,29,47,0,0,0,0
2024-ho-t3_Marathon_Race_2,RUNTIME_ERROR,7,7.00%,58.82%,0.010,0,,7,0,0,0,0,0,0,0
2024-ho-t4_Gift_Exchange,TIME_LIMIT_EXCEEDED,50,50.00%,79.30%,2.980,43.7109375,,4,5,10,31,0,0,0,0
2024-ho-t5_Road_Service_2,TIME_LIMIT_EXCEEDED,31,31.00%,71.12%,3.610,212.96875,,10,6,15,0,0,0,0,0
TOTAL,,647,,58.96%,,,17.65%,,,,,,,,
