competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,gpt-oss-120b-low,29032,40.99%,0.49,42.16,25.77%
APIO-2023,gpt-oss-120b-low,24,15.80%,1.02,17.79,0.00%
APIO-2024,gpt-oss-120b-low,105,39.29%,0.22,11.40,33.33%
BOI-2023,gpt-oss-120b-low,47,36.59%,1.02,2.23,0.00%
BOI-2024,gpt-oss-120b-low,232,47.95%,0.12,27.67,33.33%
BOI-2025,gpt-oss-120b-low,32,11.42%,0.24,248.43,0.00%
CCO-2023,gpt-oss-120b-low,140,60.16%,0.10,13.68,50.00%
CCO-2024,gpt-oss-120b-low,171,64.07%,0.44,18.18,62.50%
CEOI-2023,gpt-oss-120b-low,0,5.75%,0.16,407.58,0.00%
CEOI-2024,gpt-oss-120b-low,155,48.20%,0.10,18.87,16.67%
COCI-2023,gpt-oss-120b-low,1439,68.56%,0.38,15.04,64.00%
COCI-2024,gpt-oss-120b-low,1045,55.95%,0.34,9.59,48.00%
COCI-2025,gpt-oss-120b-low,1112,60.66%,0.41,24.85,52.00%
EGOI-2023,gpt-oss-120b-low,200,25.36%,0.06,4.84,25.00%
EGOI-2024,gpt-oss-120b-low,95,33.72%,0.20,8.34,0.00%
EJOI-2023,gpt-oss-120b-low,95,16.59%,0.52,17.39,0.00%
EJOI-2024,gpt-oss-120b-low,319,58.17%,0.29,28.99,50.00%
IATI-2024,gpt-oss-120b-low,263,25.39%,0.35,16.82,18.18%
IOI-2023,gpt-oss-120b-low,27,15.07%,0.38,9.52,0.00%
IOI-2024,gpt-oss-120b-low,90,29.59%,1.13,7.47,0.00%
JOI-2023,gpt-oss-120b-low,328,29.38%,0.22,8.11,15.00%
JOI-2024,gpt-oss-120b-low,266,27.89%,0.67,45.63,10.00%
JOI-2025,gpt-oss-120b-low,161,45.84%,1.41,29.91,20.00%
NOINordic-2023,gpt-oss-120b-low,212,85.02%,0.54,98.85,66.67%
NOINordic-2024,gpt-oss-120b-low,104,52.27%,0.19,4.23,33.33%
NOINordic-2025,gpt-oss-120b-low,0,10.96%,0.90,40.81,0.00%
OOI-2023,gpt-oss-120b-low,843,55.58%,0.31,38.31,41.18%
OOI-2024,gpt-oss-120b-low,763,54.54%,0.94,44.63,35.29%
RMI-2023,gpt-oss-120b-low,159,43.57%,0.94,31.46,16.67%
RMI-2024,gpt-oss-120b-low,191,43.77%,0.81,21.57,16.67%
USACO-2023,gpt-oss-120b-low,8923,57.05%,0.40,25.34,50.00%
USACO-2024,gpt-oss-120b-low,5803,38.80%,0.53,32.88,25.00%
USACO-2025,gpt-oss-120b-low,5688,48.59%,0.44,18.72,41.67%
