problem,status,score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2024-open-t1_Examination_2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-open-t2_Heat_Stroke,RUNTIME_ERROR,0,20.85%,0.000,0,,0,0,0,0,0,0,0,0
2024-open-t3_Library_3,RUNTIME_ERROR,0,6.67%,0.120,1.5234375,,0,0,0,0,0,0,0,0
2024-sp_Fish_3,RUNTIME_ERROR,0,9.21%,0.400,3.62109375,,0,0,0,0,0,0,0,0
2024-sp_Ski_2,RUNTIME_ERROR,0,1.69%,0.130,0.00390625,,0,0,0,0,0,0,0,0
2024-sp_Spy_3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Board_Game,RUNTIME_ERROR,3,8.07%,0.170,4.90234375,,3,0,0,0,0,0,0,0
2024-sp_Tricolor_Lights,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Growing_Vegetables_is_Fun_5,RUNTIME_ERROR,0,12.90%,0.010,0,,0,0,0,0,0,0,0,0
2024-sp_Card_Collection,RUNTIME_ERROR,0,25.64%,0.010,0,,0,0,0,0,0,0,0,0
2024-sp_JOI_Tour,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Tower,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Escape_Route_2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Island_Hopping,RUNTIME_ERROR,2,4.31%,0.020,0.55859375,,2,0,0,0,0,0,0,0
2024-sp_Table_Tennis,RUNTIME_ERROR,0,9.44%,0.140,0.00390625,,0,0,0,0,0,0,0,0
2024-ho-t1_Room_Temperature,ACCEPTED,100,100.00%,0.200,2.78125,,15,5,30,35,15,0,0,0
2024-ho-t2_Construction_Project_2,RUNTIME_ERROR,8,31.48%,0.260,22.96875,,8,0,0,0,0,0,0,0
2024-ho-t3_Marathon_Race_2,RUNTIME_ERROR,7,58.82%,0.000,0,,7,0,0,0,0,0,0,0
2024-ho-t4_Gift_Exchange,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-ho-t5_Road_Service_2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
TOTAL,,120,14.45%,,,5.00%,,,,,,,,
