problem_id,model,solution_file,status,score,tests_passed,execution_time,memory_usage
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_0.cpp,RUNTIME_ERROR,0,0.00%,0.180,14.06640625
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_1.cpp,RUNTIME_ERROR,0,0.00%,0.020,5.21484375
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_2.cpp,RUNTIME_ERROR,0,0.00%,0.090,6.890625
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_3.cpp,RUNTIME_ERROR,0,0.00%,0.200,14.36328125
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_4.cpp,RUNTIME_ERROR,0,0.00%,0.020,5.44921875
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_5.cpp,RUNTIME_ERROR,0,0.00%,0.020,5.1328125
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_6.cpp,RUNTIME_ERROR,0,0.00%,0.020,5.2734375
APIO-2023-contest-abc,DeepSeek-R1-Distill-Llama-70B,abc_DeepSeek-R1-Distill-Llama-70B_7.cpp,RUNTIME_ERROR,0,0.00%,0.020,5.1328125
APIO-2023-contest-cyberland,DeepSeek-R1-Distill-Llama-70B,cyberland_DeepSeek-R1-Distill-Llama-70B_0.cpp,RUNTIME_ERROR,20,23.17%,0.330,21.91796875
APIO-2023-contest-cyberland,DeepSeek-R1-Distill-Llama-70B,cyberland_DeepSeek-R1-Distill-Llama-70B_1.cpp,RUNTIME_ERROR,20,23.17%,0.370,35.06640625
APIO-2023-contest-cyberland,DeepSeek-R1-Distill-Llama-70B,cyberland_DeepSeek-R1-Distill-Llama-70B_2.cpp,RUNTIME_ERROR,15,19.51%,1.980,21.9609375
APIO-2023-contest-cyberland,DeepSeek-R1-Distill-Llama-70B,cyberland_DeepSeek-R1-Distill-Llama-70B_3.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-cyberland,DeepSeek-R1-Distill-Llama-70B,cyberland_DeepSeek-R1-Distill-Llama-70B_4.cpp,RUNTIME_ERROR,20,23.17%,0.320,21.91796875
APIO-2023-contest-cyberland,DeepSeek-R1-Distill-Llama-70B,cyberland_DeepSeek-R1-Distill-Llama-70B_5.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-cyberland,DeepSeek-R1-Distill-Llama-70B,cyberland_DeepSeek-R1-Distill-Llama-70B_6.cpp,TIME_LIMIT_EXCEEDED,8,13.41%,2.980,62.65234375
APIO-2023-contest-cyberland,DeepSeek-R1-Distill-Llama-70B,cyberland_DeepSeek-R1-Distill-Llama-70B_7.cpp,TIME_LIMIT_EXCEEDED,97,70.73%,2.990,684.83203125
APIO-2023-contest-sequence,DeepSeek-R1-Distill-Llama-70B,sequence_DeepSeek-R1-Distill-Llama-70B_0.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.800,8.43359375
APIO-2023-contest-sequence,DeepSeek-R1-Distill-Llama-70B,sequence_DeepSeek-R1-Distill-Llama-70B_1.cpp,RUNTIME_ERROR,0,0.00%,0.070,46.78515625
APIO-2023-contest-sequence,DeepSeek-R1-Distill-Llama-70B,sequence_DeepSeek-R1-Distill-Llama-70B_2.cpp,TIME_LIMIT_EXCEEDED,0,7.06%,1.800,6.4609375
