problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
eurokod,ACCEPTED,50,100.00%,0.000,0,,17,19,14,0,0
vrsar,TIME_LIMIT_EXCEEDED,0,0.00%,1.210,4.1328125,,0,0,0,0,0
milano,ACCEPTED,110,100.00%,0.060,6.203125,,21,18,31,40,0
restorani,RUNTIME_ERROR,0,0.68%,0.150,64.5390625,,0,0,0,0,0
cesta,RUNTIME_ERROR,0,0.92%,0.110,26.88671875,,0,0,0,0,0
zlagalica,ACCEPTED,50,100.00%,0.010,0,,17,12,12,9,0
bitovi,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
piratski,ACCEPTED,110,100.00%,0.050,1.5546875,,20,40,50,0,0
rolete,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
trokut,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
bingo,ACCEPTED,50,100.00%,0.010,0.00390625,,12,22,16,0,0
knjige,RUNTIME_ERROR,7,25.00%,0.060,2.84765625,,7,0,0,0,0
lepeze,RUNTIME_ERROR,0,1.92%,0.000,0,,0,0,0,0,0
putovanje,TIME_LIMIT_EXCEEDED,65,68.35%,2.410,5.26171875,,10,20,35,0,0
roboti,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
pahuljice,ACCEPTED,50,100.00%,0.000,0,,11,11,28,0,0
pingvin,ACCEPTED,70,100.00%,0.040,10.05859375,,7,16,22,25,0
dizalo,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
kuglice,ACCEPTED,110,100.00%,0.120,70.1328125,,17,10,26,15,42
zatopljenje,ACCEPTED,110,100.00%,1.020,86.0078125,,10,20,20,60,0
sudoku,ACCEPTED,50,100.00%,0.000,0,,11,12,13,14,0
labirint,ACCEPTED,70,100.00%,0.150,2.8203125,,11,13,24,22,0
an2dl,ACCEPTED,110,100.00%,1.180,99.0078125,,12,17,25,56,0
kocke,RUNTIME_ERROR,0,13.33%,0.040,72.71484375,,0,0,0,0,0
mostovi,TIME_LIMIT_EXCEEDED,30,56.78%,3.600,8.0,,13,17,0,0,0
TOTAL,,1042,54.68%,,,48.00%,,,,,
