problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,6,40.00%,52.50%,0.040,0.00390625,,3,3,0,0,0,0,0,0
s2,TIME_LIMIT_EXCEEDED,5,33.33%,38.71%,1.220,0.00390625,,5,0,0,0,0,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.00%,0.040,0,,0,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,3,20.00%,20.59%,0.040,0.00390625,,3,0,0,0,0,0,0,0
s5,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
d1p1,MEMORY_LIMIT_EXCEEDED,0,0.00%,5.71%,0.660,1189.81640625,,0,0,0,0,0,0,0,0
d1p2,RUNTIME_ERROR,0,0.00%,0.95%,4.870,5.16796875,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,4.81%,0.160,5.16796875,,0,0,0,0,0,0,0,0
d2p1,TIME_LIMIT_EXCEEDED,0,0.00%,25.00%,1.340,1.77734375,,0,0,0,0,0,0,0,0
d2p2,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,2.015625,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,40.00%,50.00%,0.040,0.00390625,,3,3,0,0,0,0,0,0
j5,RUNTIME_ERROR,6,40.00%,72.22%,0.000,0,,2,2,2,0,0,0,0,0
TOTAL,,71,,35.66%,,,18.75%,,,,,,,,
