problem,status,score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,RUNTIME_ERROR,0,0.00%,0.040,2.07421875,,0,0,0,0,0,0,0,0
2023-open-t3_Garden,RUNTIME_ERROR,15,41.35%,0.140,5.41796875,,15,0,0,0,0,0,0,0
2023-sp_Two_Currencies,TIME_LIMIT_EXCEEDED,10,62.16%,4.410,35.578125,,10,0,0,0,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,32.73%,0.040,0,,0,0,0,0,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,6,47.14%,0.070,10.89453125,,6,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,RUNTIME_ERROR,1,12.90%,0.630,22.34375,,1,0,0,0,0,0,0,0
2023-sp_Council,TIME_LIMIT_EXCEEDED,56,94.12%,3.600,13.4140625,,8,8,6,19,15,0,0,0
2023-sp_Mizuyokan_2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,12.66%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,13,70.88%,0.040,1.84765625,,6,7,0,0,0,0,0,0
2023-sp_Tourism,TIME_LIMIT_EXCEEDED,28,79.65%,4.410,19.38671875,,5,5,0,18,0,0,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Security_Guard,RUNTIME_ERROR,0,5.95%,0.060,13.09765625,,0,0,0,0,0,0,0,0
2023-sp_Bitaro’s_travel,TIME_LIMIT_EXCEEDED,15,77.88%,2.210,4.39453125,,5,10,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,ACCEPTED,100,100.00%,0.480,53.47265625,,25,35,40,0,0,0,0,0
2023-ho-t2_Advertisement_2,ACCEPTED,100,100.00%,0.150,9.03125,,10,23,36,31,0,0,0,0
2023-ho-t3_Maze,TIME_LIMIT_EXCEEDED,86,93.50%,2.220,17.01953125,,8,19,16,19,5,19,0,0
2023-ho-t4_Cat_Exercise,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-ho-t5_Modern_Machine,TIME_LIMIT_EXCEEDED,3,45.36%,2.760,1.81640625,,3,0,0,0,0,0,0,0
TOTAL,,433,43.81%,,,10.00%,,,,,,,,
