problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
estimathon,ACCEPTED,50,100.00%,0.000,0,,11,39,0,0,0
dirigent,ACCEPTED,70,100.00%,0.130,3.6171875,,15,20,35,0,0
baltazar,TIME_LIMIT_EXCEEDED,15,62.50%,4.820,42.06640625,,15,0,0,0,0
bomboni,ACCEPTED,110,100.00%,0.310,17.17578125,,13,17,33,47,0
skrivaca,TIME_LIMIT_EXCEEDED,0,2.13%,2.210,16.71484375,,0,0,0,0,0
kalendar,ACCEPTED,50,100.00%,0.000,0,,7,19,24,0,0
diskurs,TIME_LIMIT_EXCEEDED,45,60.00%,2.210,8.38671875,,20,25,0,0,0
logaritam,ACCEPTED,110,100.00%,0.050,0.00390625,,19,26,29,36,0
slasticarnica,RUNTIME_ERROR,0,5.00%,0.130,192.33984375,,0,0,0,0,0
zastave,ACCEPTED,110,100.00%,0.070,2.07421875,,41,22,47,0,0
7krokods,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
zrinka,RUNTIME_ERROR,35,40.00%,0.030,0.00390625,,15,20,0,0,0
bojanje,RUNTIME_ERROR,30,53.33%,0.030,0,,30,0,0,0,0
mreza,TIME_LIMIT_EXCEEDED,21,47.22%,5.510,28.28515625,,21,0,0,0,0
vrsta,ACCEPTED,110,100.00%,0.160,7.47265625,,19,26,29,36,0
tramvaji,ACCEPTED,50,100.00%,0.000,0,,12,13,25,0,0
ekspert,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
lampice,RUNTIME_ERROR,0,2.38%,0.050,10.83203125,,0,0,0,0,0
prijateljice,ACCEPTED,110,100.00%,0.040,7.33984375,,20,30,60,0,0
kruhologija,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0
desniklik,ACCEPTED,50,100.00%,0.000,0,,5,15,30,0,0
cokolade,ACCEPTED,70,100.00%,0.090,2.84765625,,15,20,35,0,0
berilij,RUNTIME_ERROR,0,15.91%,0.190,12.8359375,,0,0,0,0,0
iksevi,ACCEPTED,110,100.00%,1.830,39.3359375,,15,55,40,0,0
neboderi,ACCEPTED,110,100.00%,0.340,5.16796875,,11,22,27,18,32
TOTAL,,1256,63.54%,,,52.00%,,,,,
