problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,ACCEPTED,15,100.00%,100.00%,0.050,2.84765625,,3,3,5,4,0,0,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.040,0.00390625,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,2,13.33%,13.10%,0.040,5.16796875,,2,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,3,20.00%,20.59%,0.160,32.23046875,,3,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,3,20.00%,28.12%,0.100,7.41015625,,3,0,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,0.090,9.03125,,3,3,4,4,4,7,0,0
d1p2,TIME_LIMIT_EXCEEDED,0,0.00%,1.90%,5.980,52.453125,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,4.81%,0.110,9.11328125,,0,0,0,0,0,0,0,0
d2p1,MEMORY_LIMIT_EXCEEDED,1,4.00%,32.14%,0.910,1227.96875,,1,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,2,8.00%,10.16%,0.120,32.1171875,,2,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,35.85%,1.210,9.09765625,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,40.00%,52.50%,0.040,0,,3,3,0,0,0,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.040,0,,2,2,2,9,0,0,0,0
TOTAL,,132,,56.20%,,,43.75%,,,,,,,,
