problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5
autobus,RUNTIME_ERROR,0,16.33%,0.000,0,,0,0,0,0,0,0
karte,RUNTIME_ERROR,0,5.97%,0.000,0,,0,0,0,0,0,0
bojanje,RUNTIME_ERROR,0,5.80%,0.030,0.00390625,,0,0,0,0,0,0
stablo,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0
procesor,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0
wow,RUNTIME_ERROR,0,11.11%,0.000,0,,0,0,0,0,0,0
zid,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0
tornjevi,TIME_LIMIT_EXCEEDED,7,18.52%,2.410,21.25390625,,7,0,0,0,0,0
crtez,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0
stablo,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0
sah,ACCEPTED,50,100.00%,0.040,0.00390625,,13,19,18,0,0,0
benzinska,RUNTIME_ERROR,15,34.00%,0.070,9.234375,,15,0,0,0,0,0
xor,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0,0
cipele,RUNTIME_ERROR,0,0.00%,0.080,2.7890625,,0,0,0,0,0,0
tura,RUNTIME_ERROR,0,0.72%,0.030,2.58203125,,0,0,0,0,0,0
paradoks,RUNTIME_ERROR,10,35.90%,0.030,0,,10,0,0,0,0,0
igre,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0
razlicitost,MEMORY_LIMIT_EXCEEDED,9,20.93%,0.060,4.1328125,,0,0,9,0,0,0
blistavost,RUNTIME_ERROR,0,1.64%,0.030,0.00390625,,0,0,0,0,0,0
trokuti,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0
osobna,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0
skokovi,TIME_LIMIT_EXCEEDED,50,54.17%,5.970,15.734375,,0,25,25,0,0,0
hijerarhija,RUNTIME_ERROR,22,52.78%,0.240,30.17578125,,7,0,0,15,0,0
uciteljica,RUNTIME_ERROR,0,3.28%,0.030,0.00390625,,0,0,0,0,0,0
zbunjenost,RUNTIME_ERROR,0,4.84%,0.040,3.62109375,,0,0,0,0,0,0
TOTAL,,163,14.64%,,,4.00%,,,,,,
