problem_id,model,solution_file,status,score,relative_score,tests_passed,execution_time,memory_usage
APIO-2023-contest-cyberland,Qwen3-4B-Non-Thinking,cyberland_Qwen3-4B-Non-Thinking_0.cpp,UNKNOWN,0,0.00%,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen3-4B-Non-Thinking,cyberland_Qwen3-4B-Non-Thinking_1.cpp,UNKNOWN,0,0.00%,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen3-4B-Non-Thinking,cyberland_Qwen3-4B-Non-Thinking_2.cpp,UNKNOWN,0,0.00%,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen3-4B-Non-Thinking,cyberland_Qwen3-4B-Non-Thinking_3.cpp,UNKNOWN,0,0.00%,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen3-4B-Non-Thinking,cyberland_Qwen3-4B-Non-Thinking_4.cpp,UNKNOWN,0,0.00%,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen3-4B-Non-Thinking,cyberland_Qwen3-4B-Non-Thinking_6.cpp,UNKNOWN,0,0.00%,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen3-4B-Non-Thinking,sequence_Qwen3-4B-Non-Thinking_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen3-4B-Non-Thinking,sequence_Qwen3-4B-Non-Thinking_2.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,22.11%,1.890,46.80859375
APIO-2023-contest-sequence,Qwen3-4B-Non-Thinking,sequence_Qwen3-4B-Non-Thinking_3.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen3-4B-Non-Thinking,sequence_Qwen3-4B-Non-Thinking_4.cpp,RUNTIME_ERROR,0,0.00%,2.47%,0.200,23.5078125
APIO-2023-contest-sequence,Qwen3-4B-Non-Thinking,sequence_Qwen3-4B-Non-Thinking_5.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.200,23.015625
APIO-2023-contest-sequence,Qwen3-4B-Non-Thinking,sequence_Qwen3-4B-Non-Thinking_6.cpp,TIME_LIMIT_EXCEEDED,11,11.00%,44.92%,1.900,73.47265625
APIO-2023-contest-sequence,Qwen3-4B-Non-Thinking,sequence_Qwen3-4B-Non-Thinking_7.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-september,Qwen3-4B-Non-Thinking,september_Qwen3-4B-Non-Thinking_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-september,Qwen3-4B-Non-Thinking,september_Qwen3-4B-Non-Thinking_2.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-september,Qwen3-4B-Non-Thinking,september_Qwen3-4B-Non-Thinking_5.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-4B-Non-Thinking,show_Qwen3-4B-Non-Thinking_0.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
APIO-2024-contest-show,Qwen3-4B-Non-Thinking,show_Qwen3-4B-Non-Thinking_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
